	mut15	mut15	mut1	mut1	mut2	mut2	mut3	mut3	mut4	mut4	mut5	mut5	mut6	mut6	mut7	mut7	mut8	mut8	mut9	mut9	mut10	mut10	mut11	mut11	mut12	mut12	mut13	mut13	mut14	mut14
cell215	0	59	28	13	49	0	52	0	54	0	58	0	47	0	53	0	48	0	45	0	50	0	49	2	54	0	54	0	49	0
cell216	0	43	44	1	42	0	44	1	41	0	44	0	42	12	52	0	54	0	59	0	48	2	40	0	52	0	46	0	42	0
cell217	1	50	25	29	58	0	48	19	43	0	34	3	41	0	46	0	43	0	41	5	45	2	58	0	35	15	43	0	42	0
cell218	0	50	23	26	24	35	49	0	52	0	60	0	39	0	57	0	46	13	48	1	56	1	53	0	60	0	49	0	38	0
cell219	0	56	7	45	22	27	53	0	43	2	36	5	43	0	48	0	38	11	50	0	52	0	41	1	48	0	63	0	39	0
cell220	0	47	37	9	38	0	20	37	24	18	20	6	49	0	24	16	50	0	54	0	56	0	39	3	54	0	49	0	36	0
cell221	0	35	43	2	42	0	36	22	59	0	57	0	43	0	59	0	48	0	60	0	62	1	42	0	39	14	59	1	53	0
cell222	0	41	18	32	54	0	47	0	51	0	50	0	59	0	44	0	51	1	56	0	60	0	37	0	45	0	53	2	48	0
cell223	0	43	30	12	53	1	18	31	34	16	43	2	53	1	45	0	64	0	48	10	51	0	48	0	48	0	53	0	47	0
cell224	0	45	51	4	42	0	5	45	5	43	30	28	41	0	34	18	42	0	59	0	47	0	34	0	55	0	44	1	48	0
cell225	0	43	3	44	20	25	36	8	45	2	49	0	48	0	43	0	45	4	44	0	74	0	44	0	58	0	46	1	55	0
cell226	0	55	20	27	58	0	56	0	43	0	51	4	60	0	42	6	44	0	44	0	48	0	45	2	52	0	53	0	53	0
cell227	0	42	43	11	53	0	46	0	49	0	49	0	60	1	29	0	55	4	52	1	67	0	56	0	63	0	53	0	55	0
cell228	0	62	46	4	43	0	11	39	33	18	46	5	52	0	49	4	55	0	45	0	43	0	56	0	46	0	44	0	65	0
cell229	0	48	58	0	45	0	53	1	36	1	46	0	43	0	60	0	49	0	47	2	41	1	48	0	53	2	63	0	49	0
cell230	0	56	43	6	47	2	22	29	55	0	45	0	49	0	44	0	46	0	52	0	38	17	27	0	49	0	49	0	51	1
cell231	0	54	47	2	62	0	22	41	28	36	18	37	47	0	32	7	55	0	46	0	44	0	60	0	58	0	51	0	50	0
cell232	0	49	35	7	50	1	26	37	39	11	51	0	38	0	57	0	50	0	29	20	49	1	45	0	52	0	43	0	43	0
cell233	0	59	48	0	50	0	47	0	39	0	49	0	47	0	47	0	36	2	43	0	56	0	41	0	44	0	51	0	37	1
cell234	0	43	24	26	50	0	52	2	49	0	44	0	50	0	59	0	55	0	40	0	43	0	35	6	56	0	49	10	42	0
cell235	0	58	56	12	38	0	35	17	39	0	43	0	53	0	52	0	48	1	45	0	58	5	53	0	47	0	47	0	49	0
cell236	0	54	49	11	51	0	53	0	47	0	62	0	42	0	43	4	61	0	42	0	41	11	43	0	43	0	53	0	56	0
cell237	1	52	43	8	53	0	19	29	22	33	30	33	49	0	42	3	55	0	44	1	57	0	49	1	50	0	50	0	47	0
cell238	0	54	48	3	56	0	0	48	46	0	44	0	44	0	50	0	57	0	50	0	40	0	62	0	10	40	41	0	43	0
cell239	0	39	47	8	47	0	19	38	24	24	48	0	45	0	57	0	55	0	51	0	58	0	63	0	59	0	67	0	48	0
cell240	0	49	21	24	55	0	41	0	47	0	44	0	56	0	37	0	45	1	54	1	35	0	30	18	57	0	61	0	55	0
cell241	0	41	38	12	52	0	11	34	61	0	47	0	45	0	44	0	46	0	50	1	50	1	60	0	48	0	48	0	63	0
cell242	0	43	35	28	45	0	48	3	48	0	43	0	63	0	50	0	47	0	42	0	57	2	43	10	43	0	40	7	64	0
cell243	0	44	9	37	53	0	41	6	38	0	50	2	58	2	55	2	42	0	49	0	65	0	29	24	36	0	57	0	35	0
cell244	2	43	47	2	50	0	29	26	27	23	40	0	50	0	45	0	51	1	55	1	45	0	54	0	55	0	45	2	62	0
cell245	0	48	49	6	64	0	12	31	18	26	20	10	37	0	45	10	63	0	58	0	49	0	52	2	53	0	50	0	43	4
cell246	0	60	3	37	9	45	45	2	49	3	45	0	51	2	56	0	48	0	53	7	44	0	49	0	51	0	46	0	53	0
cell247	0	47	51	2	77	0	45	1	42	4	51	2	50	0	62	0	51	0	50	0	52	0	46	3	57	0	49	1	60	1
cell248	0	48	29	18	44	2	38	12	45	0	42	0	49	0	40	5	41	0	46	0	47	0	41	0	53	4	45	0	43	7
cell249	0	54	29	11	50	0	45	0	54	0	42	0	35	0	58	0	53	0	52	0	51	0	35	7	57	0	49	0	51	3
cell250	0	47	20	32	47	1	31	16	43	5	49	0	48	0	51	0	42	0	54	0	47	2	48	2	31	0	51	2	43	0
cell251	0	51	35	11	52	0	55	6	51	1	53	0	54	0	55	0	62	0	59	0	53	0	55	0	38	0	49	0	58	0
cell252	0	42	49	5	62	1	27	25	59	0	52	0	56	0	52	5	44	2	47	0	40	13	49	0	61	0	41	0	47	0
cell253	0	55	37	15	57	0	47	0	50	0	49	0	54	0	44	7	35	0	52	0	54	0	42	11	53	0	34	0	42	0
cell254	0	48	1	54	16	31	46	0	75	0	43	0	55	0	64	0	51	3	44	0	36	0	59	2	47	0	43	0	48	0
cell255	0	52	27	34	51	0	25	22	42	0	47	0	42	0	49	0	56	0	51	0	30	3	47	1	46	3	42	0	58	0
cell256	0	50	20	18	55	0	50	0	59	0	46	1	47	0	46	4	48	1	46	0	38	4	33	9	48	0	50	0	41	0
cell257	0	45	9	38	53	0	34	0	35	0	56	6	45	0	55	0	54	0	42	0	60	0	42	0	64	1	46	0	49	0
cell258	0	49	9	49	60	0	57	0	52	0	46	0	52	0	44	0	40	0	46	0	69	3	50	0	49	2	55	0	38	0
cell259	0	58	30	10	51	0	11	39	33	8	54	0	51	0	50	9	47	0	40	14	57	0	38	0	63	0	44	0	47	0
cell260	0	43	18	19	38	17	45	0	50	1	56	0	59	0	49	0	46	0	59	0	49	0	65	0	53	0	46	0	61	1
cell261	0	41	5	46	19	35	60	0	44	1	42	0	55	0	50	0	22	25	54	0	52	0	55	0	57	1	44	0	49	0
cell262	0	62	0	43	51	0	53	0	60	0	56	0	47	0	31	0	50	0	43	0	46	7	22	19	56	0	40	0	52	0
cell263	0	48	35	11	47	0	21	28	40	6	39	10	59	0	42	1	47	0	52	0	45	0	53	0	63	0	54	1	41	0
cell264	0	60	42	11	46	3	17	34	46	7	43	6	58	0	44	0	64	0	59	1	48	0	54	0	58	0	49	0	48	0
cell265	3	43	44	1	47	0	6	53	48	0	36	2	42	0	59	0	55	0	49	0	54	0	60	1	50	0	56	0	46	0
cell266	0	45	26	30	61	0	40	16	50	1	48	0	50	0	36	0	57	0	39	0	34	6	49	0	49	0	51	0	45	0
cell267	0	48	44	7	57	1	6	39	20	30	34	10	47	0	58	3	42	0	52	0	50	1	49	0	46	0	48	0	38	0
cell268	0	41	28	13	48	3	29	6	48	0	59	0	42	0	52	2	55	1	64	0	49	0	56	0	48	0	44	0	55	0
cell269	0	57	34	23	51	0	21	36	46	0	29	0	64	0	52	0	43	1	49	0	45	1	37	0	44	5	48	0	53	0
cell270	2	54	20	31	36	4	61	2	58	0	48	3	60	0	54	0	61	0	52	0	47	0	45	8	58	0	57	11	41	0
cell271	1	42	35	10	33	1	32	24	39	12	51	1	42	0	48	0	36	0	57	0	54	0	50	0	44	0	43	0	55	0
cell272	0	41	21	21	60	0	38	23	53	0	48	0	43	0	45	0	39	0	50	0	45	0	57	0	47	0	54	0	48	0
cell273	0	48	0	54	8	42	44	0	51	0	54	0	46	0	49	0	12	39	39	0	56	0	53	0	56	0	52	0	58	1
cell274	0	50	2	45	31	7	44	0	47	5	46	0	53	0	58	0	57	0	57	0	41	0	47	0	55	0	33	0	48	5
cell275	0	55	52	4	49	0	39	11	33	4	53	1	50	0	52	0	51	0	55	3	57	0	43	2	42	0	50	0	45	0
cell276	0	43	26	27	42	0	35	13	44	6	44	0	65	1	44	0	40	0	51	0	41	0	54	0	32	0	47	0	39	0
cell277	0	51	55	6	45	0	26	29	27	24	35	4	64	0	42	1	34	3	48	1	50	0	32	1	47	0	54	0	32	0
cell278	0	55	35	14	51	0	20	35	49	0	47	0	61	0	45	0	41	0	47	6	50	0	53	0	52	0	52	0	52	0
cell279	0	51	42	3	47	0	32	25	56	1	48	0	39	0	59	0	45	3	36	0	49	1	45	1	28	20	56	0	50	0
cell280	0	53	42	24	39	1	28	16	46	0	43	0	52	0	46	0	39	7	46	6	51	0	51	0	48	1	56	0	44	0
cell281	0	54	33	6	55	0	5	30	20	33	32	17	48	0	44	0	52	0	45	0	57	0	46	2	53	0	54	0	58	0
cell282	0	59	1	38	52	0	52	0	60	0	50	1	52	0	70	0	46	1	38	2	52	0	35	10	47	0	48	0	59	0
cell283	0	49	42	6	45	0	11	34	48	0	52	0	69	0	38	0	51	0	44	0	47	0	54	0	7	28	39	3	40	0
cell284	0	52	26	33	44	1	13	38	15	20	51	14	50	1	49	2	52	0	43	0	39	0	41	0	58	0	56	0	47	0
cell285	2	48	37	9	47	0	9	39	30	21	53	0	51	0	47	0	49	0	37	13	43	1	59	0	36	0	43	0	60	0
cell286	0	52	22	22	25	18	44	0	54	0	56	0	37	24	59	0	53	0	43	0	61	0	41	3	51	0	50	0	42	3
cell287	0	53	33	13	52	1	39	0	65	1	58	0	52	0	37	0	52	0	47	1	51	0	47	0	45	0	57	0	43	0
cell288	0	63	37	11	39	12	56	3	51	0	45	0	57	0	43	0	38	0	46	0	54	0	48	3	51	0	60	0	57	0
cell289	0	59	0	52	4	61	53	0	37	0	50	1	50	0	62	0	61	2	44	0	57	0	55	1	57	0	48	2	63	2
cell290	0	36	53	2	37	0	12	33	38	24	48	9	46	0	48	0	48	0	41	0	46	0	54	0	49	2	44	1	54	0
cell291	0	58	7	54	53	0	46	1	51	0	51	0	43	0	44	4	49	1	65	0	59	0	37	12	59	0	38	4	51	0
cell292	1	44	36	13	56	1	13	29	21	17	51	0	56	1	66	0	63	0	34	11	43	1	50	0	44	1	58	4	45	4
cell293	1	44	52	0	51	0	53	0	42	4	64	0	41	5	40	1	61	0	48	0	41	0	46	0	37	0	45	0	40	0
cell294	7	36	37	15	48	0	31	23	37	12	44	0	35	0	46	0	62	0	44	2	48	0	43	0	64	0	60	0	56	0
cell295	0	47	54	0	49	0	51	0	44	0	53	0	55	0	55	0	56	0	40	0	52	0	54	0	48	0	54	0	40	1
cell296	0	54	27	19	65	0	15	34	22	28	61	1	48	0	45	0	48	5	53	0	53	0	42	0	55	0	47	2	58	1
cell297	13	40	48	5	39	0	3	43	30	24	34	23	63	0	53	0	61	0	48	0	51	0	46	0	46	0	50	0	42	0
cell298	0	60	0	46	35	0	54	0	65	0	43	0	52	0	56	0	32	3	47	0	44	0	49	0	60	0	47	1	60	0
cell299	0	44	39	8	52	0	29	24	41	13	48	6	55	0	41	3	49	0	53	0	52	0	42	4	48	0	41	0	39	0
cell300	0	53	9	40	51	1	52	0	41	1	36	0	40	0	55	0	49	0	42	0	56	0	32	9	51	0	53	0	47	0
cell301	2	62	35	4	53	0	23	31	13	38	51	1	54	0	44	0	54	0	45	0	64	2	43	0	55	2	50	0	41	1
cell302	0	49	43	9	48	0	10	31	15	29	21	25	41	1	52	0	40	0	49	0	49	0	49	0	49	0	60	0	46	5
cell303	0	49	18	30	46	2	40	1	46	0	48	0	58	0	49	0	49	0	52	0	43	0	40	3	52	0	49	1	57	3
cell304	0	44	42	29	46	0	21	30	28	17	49	12	34	0	44	14	60	0	54	0	49	0	47	0	41	0	51	0	45	3
cell305	0	52	66	0	61	0	46	0	46	0	39	0	45	0	48	0	60	0	32	5	44	0	52	0	43	0	48	5	51	3
cell306	0	48	52	3	45	0	23	35	42	0	32	0	49	0	52	0	52	0	49	0	17	44	48	7	50	1	59	1	46	1
cell307	0	53	5	24	48	0	43	7	52	0	47	0	53	0	47	1	48	0	40	3	49	0	22	30	60	0	46	0	41	0
cell308	0	53	36	7	64	0	26	20	40	1	47	0	41	0	51	1	55	0	49	2	56	0	31	0	37	0	56	0	39	0
cell309	0	58	42	33	49	0	19	28	9	36	25	24	49	0	40	0	63	1	43	0	48	1	34	1	51	0	52	0	51	8
cell310	0	41	57	0	68	2	30	23	29	26	41	4	59	0	39	11	52	0	53	0	45	0	58	0	49	0	54	0	44	0
cell311	0	47	33	21	32	21	52	0	52	0	61	0	51	0	52	0	39	20	49	0	52	0	38	0	50	1	53	0	55	0
cell312	0	49	42	8	63	0	21	38	15	25	41	13	37	0	62	0	56	0	51	0	40	0	60	0	55	0	53	0	45	0
cell313	0	48	49	6	59	0	30	14	28	35	29	17	50	0	38	12	52	0	55	1	48	0	43	0	39	0	54	0	41	0
cell314	0	39	35	31	49	0	47	0	35	8	42	0	46	0	65	0	35	0	52	0	70	0	70	0	56	1	66	3	37	3
cell315	0	55	29	11	41	0	40	0	49	0	63	0	44	2	38	3	41	0	55	0	46	0	47	0	55	0	42	4	37	0
cell316	0	56	20	24	44	0	46	1	60	1	56	0	52	0	41	1	34	3	49	3	50	0	43	2	46	0	48	4	51	0
cell317	0	54	58	0	49	0	47	0	62	0	51	1	30	7	57	0	35	3	40	10	51	0	51	0	46	0	42	0	42	2
cell318	1	55	41	13	43	0	39	9	62	0	60	0	46	0	46	0	54	0	55	0	38	8	56	0	58	0	39	2	57	0
cell319	0	39	25	27	52	1	60	0	54	1	48	1	52	0	49	0	62	0	43	0	45	0	46	0	58	0	62	0	36	0
cell320	6	30	50	6	44	0	57	0	59	0	54	0	51	2	57	0	49	0	53	0	51	0	43	1	51	0	48	0	51	0
cell321	1	54	34	12	47	0	19	36	34	16	39	18	57	0	61	0	57	0	67	0	51	1	57	0	47	0	46	0	42	14
cell322	0	55	34	24	34	9	25	27	25	23	35	10	63	0	37	9	53	0	43	0	49	0	59	0	55	0	49	1	63	0
cell323	0	47	49	4	52	0	21	32	20	23	26	21	43	0	46	0	44	1	55	1	35	2	52	0	40	0	41	0	32	7
cell324	3	41	7	34	54	0	25	14	31	0	64	0	49	0	55	3	46	0	47	2	32	11	50	0	49	0	51	0	44	0
cell325	0	38	38	3	62	0	14	29	24	26	17	27	53	0	45	0	46	0	59	0	49	1	50	0	60	0	56	0	65	1
cell326	0	53	47	1	51	0	50	0	43	0	48	0	46	0	42	0	49	0	60	0	53	10	35	6	51	0	59	0	54	0
cell327	0	58	8	35	45	0	40	0	52	0	54	0	63	0	49	0	53	0	53	0	58	0	59	3	51	0	44	1	43	1
cell328	0	51	34	14	45	0	35	23	64	0	57	0	49	0	54	0	55	0	41	0	59	0	54	0	53	4	46	6	53	3
cell329	0	54	28	32	39	11	52	0	40	0	46	0	49	0	60	0	53	0	49	0	45	0	47	0	43	0	38	0	37	0
cell330	0	57	60	3	50	0	18	32	55	0	43	0	46	0	45	0	42	0	53	0	54	0	59	0	30	11	54	0	43	0
cell331	0	48	15	27	38	6	41	3	49	1	45	0	46	0	55	0	41	0	54	0	41	0	53	1	42	0	33	0	50	1
cell332	0	61	37	1	50	1	10	39	8	36	12	31	51	0	47	0	48	0	45	2	61	0	36	0	55	0	46	0	32	12
cell333	0	41	18	22	45	0	21	24	44	7	46	0	52	0	59	0	59	0	59	0	36	1	47	0	46	0	48	0	48	0
cell334	1	47	50	4	45	0	36	19	57	1	41	3	51	0	56	0	55	1	50	0	59	1	58	1	49	2	37	0	50	1
cell335	1	50	39	16	61	0	16	30	61	8	53	1	52	0	46	0	43	0	38	10	53	0	53	0	53	0	42	4	56	0
cell336	0	61	66	0	49	0	13	35	36	11	36	15	51	0	56	2	49	0	44	0	64	0	61	0	45	0	53	0	42	0
cell337	3	53	52	0	53	0	62	0	48	0	48	3	58	0	57	0	48	0	56	0	64	0	44	1	64	0	52	0	56	0
cell338	1	57	25	21	45	0	33	13	46	0	43	0	52	0	56	1	56	1	66	1	61	0	49	0	53	0	44	0	52	0
cell339	1	56	10	46	52	3	47	0	41	0	40	8	51	0	47	0	52	0	49	0	37	0	35	23	45	0	45	0	67	0
cell340	0	34	31	17	50	0	35	23	46	0	42	0	40	0	53	0	51	0	58	3	61	0	57	0	43	0	40	0	47	0
cell341	0	58	20	25	60	0	21	22	35	0	52	0	52	1	43	0	49	0	43	0	56	1	60	0	48	0	54	0	38	0
cell342	0	48	37	8	46	0	48	2	41	0	59	0	41	0	47	0	53	0	51	1	65	0	50	0	47	0	53	1	55	0
cell343	0	39	1	44	37	0	42	0	40	0	53	0	54	0	52	3	57	0	44	0	51	0	28	36	47	0	30	7	41	1
cell344	0	50	42	4	44	0	15	27	37	26	32	12	53	0	46	0	43	2	53	0	54	0	44	0	52	0	59	0	43	0
cell345	0	54	60	0	53	0	48	0	40	0	50	0	3	52	46	0	56	0	40	0	50	0	54	1	62	0	56	0	53	0
cell346	0	45	11	38	37	0	49	0	66	0	49	0	45	0	57	0	59	0	41	0	39	7	39	16	56	0	42	3	50	0
cell347	0	36	19	23	57	1	61	0	32	0	51	0	42	0	50	2	52	0	51	0	55	0	48	0	46	0	45	2	48	2
cell348	0	43	45	0	45	0	42	0	44	2	59	0	48	0	45	0	46	1	49	0	44	0	45	1	38	0	55	0	57	2
cell349	3	54	44	4	52	0	11	37	67	0	48	1	46	0	58	0	56	1	52	1	48	0	47	0	23	34	49	0	46	0
cell350	0	56	27	26	52	0	23	15	25	14	52	0	43	0	53	0	45	0	52	0	53	0	43	0	58	0	57	0	56	0
cell351	4	37	31	15	41	1	26	31	20	30	36	21	48	1	33	29	47	0	36	0	49	0	39	2	52	0	40	0	51	1
cell352	0	39	60	1	48	2	11	36	57	0	61	2	62	1	44	2	55	0	44	0	49	10	60	0	53	0	46	0	48	0
cell353	0	53	32	13	64	0	19	32	50	0	44	17	47	1	46	4	51	0	42	0	41	0	42	0	50	4	46	0	55	0
cell354	0	50	47	24	51	0	29	25	28	18	50	0	45	0	47	0	54	0	53	0	51	0	49	0	57	0	51	0	43	0
cell355	0	56	43	2	49	0	39	1	47	0	35	3	50	0	43	0	55	0	54	0	46	0	49	0	42	4	35	0	52	0
cell356	0	47	5	43	52	0	52	0	63	0	39	5	50	0	49	0	47	0	59	2	42	0	33	19	49	2	63	0	53	0
cell357	1	64	21	33	46	0	33	26	45	10	59	0	47	0	44	0	41	0	36	2	58	0	51	1	55	0	51	6	56	0
cell358	0	42	35	6	46	0	59	0	48	5	53	0	50	0	47	0	62	0	54	1	55	0	48	1	50	0	45	0	41	5
cell359	0	68	16	22	42	0	55	0	54	0	41	0	46	0	47	1	58	0	46	0	45	1	40	7	45	0	38	3	46	0
cell360	0	54	39	16	49	0	54	0	59	2	51	0	56	0	46	1	55	1	46	1	41	0	53	0	54	0	40	0	52	0
cell361	0	56	8	38	23	30	48	0	53	0	67	0	73	0	66	0	27	24	55	0	52	0	44	0	48	1	52	1	51	0
cell362	0	52	55	1	70	0	55	0	41	0	59	0	55	0	59	5	53	0	52	0	41	1	49	0	54	0	52	1	49	2
cell363	0	56	38	5	45	0	36	7	70	0	49	0	58	0	49	0	51	0	62	1	44	0	54	0	52	0	37	0	54	0
cell364	2	55	27	31	61	0	37	3	47	2	60	0	53	0	57	0	46	0	47	0	52	0	39	5	39	0	40	0	49	0
cell365	1	53	13	18	42	0	27	25	23	25	49	0	44	2	41	0	43	1	55	0	45	0	50	0	36	0	49	0	63	0
cell366	0	63	12	31	31	27	49	0	62	0	41	0	49	0	59	0	41	10	42	0	55	0	53	0	36	1	47	1	50	0
cell367	0	46	37	0	48	1	40	0	50	1	54	0	66	0	47	0	51	0	60	0	40	0	46	0	53	0	60	0	42	0
cell368	5	37	40	9	61	0	11	29	23	28	41	22	46	0	49	0	39	0	51	2	47	0	56	0	46	9	47	0	48	2
cell369	0	59	5	48	45	0	51	6	50	0	49	0	56	0	49	0	55	0	49	0	52	4	43	2	44	0	48	0	49	0
cell370	0	42	30	20	60	0	35	27	50	0	46	0	49	1	46	0	41	11	56	0	34	19	46	1	49	2	45	0	55	0
cell371	0	52	51	3	46	0	26	29	41	3	43	0	52	0	56	0	52	2	62	0	46	0	47	0	53	0	46	0	38	0
cell372	0	44	41	8	48	0	47	10	35	21	33	15	47	0	38	12	51	0	48	0	55	0	46	0	55	0	41	2	70	0
cell373	0	56	8	45	47	0	58	0	43	1	49	0	51	0	42	0	36	0	48	2	45	0	31	22	48	2	48	0	55	0
cell374	3	46	43	11	53	0	23	26	31	21	50	0	47	0	49	1	43	0	45	0	49	0	51	0	36	0	44	4	47	0
cell375	0	61	50	0	40	0	60	0	44	0	56	0	12	51	54	0	43	0	43	0	59	0	62	1	45	0	64	0	68	0
cell376	0	56	40	12	38	7	20	40	29	25	26	31	57	0	62	0	36	2	49	0	38	1	56	0	55	0	42	0	65	2
cell377	0	57	1	45	37	0	63	0	52	1	40	0	57	0	45	0	40	0	44	0	44	1	50	1	54	2	23	30	43	0
cell378	1	53	58	0	56	0	50	1	54	0	50	0	14	41	33	1	55	0	50	0	36	0	52	0	42	1	49	1	42	1
cell379	0	51	36	10	45	0	44	18	30	14	44	0	53	0	50	0	40	0	41	1	42	0	41	0	50	0	33	1	51	1
cell380	0	55	48	0	50	0	48	0	54	1	56	0	17	23	52	0	40	4	46	0	53	7	40	0	57	0	47	0	61	0
cell381	0	62	42	0	44	0	42	0	48	0	48	3	21	32	44	0	45	0	52	0	62	0	46	0	42	0	57	0	59	2
cell382	0	43	6	45	41	24	52	0	57	1	53	1	55	0	55	0	40	10	50	0	63	0	42	0	50	0	46	1	52	0
cell383	1	48	7	41	42	5	49	3	42	0	51	0	55	0	39	0	58	0	52	0	53	0	54	1	41	0	60	0	43	0
cell384	0	53	8	40	44	0	39	3	58	0	59	0	41	0	38	2	52	0	47	0	29	0	45	0	47	0	44	0	51	0
cell385	0	42	32	20	64	0	44	14	48	0	42	0	50	0	46	0	61	0	52	0	61	0	45	1	44	3	59	0	56	0
cell386	0	39	43	3	46	0	22	23	45	6	54	9	52	0	58	0	68	1	43	3	51	0	41	0	58	0	42	0	48	0
cell387	0	55	43	5	41	0	20	28	48	2	58	0	59	0	49	0	59	0	52	0	55	0	45	0	53	0	49	0	50	0
cell388	0	47	50	8	48	1	25	30	46	0	53	0	47	0	43	0	52	0	56	0	27	15	40	0	52	0	53	0	49	2
cell389	0	49	3	64	10	34	50	0	53	0	51	0	54	0	46	0	18	30	64	2	61	3	48	0	49	1	51	0	51	0
cell390	0	52	4	42	24	24	49	0	37	0	54	0	47	0	42	0	49	0	38	0	49	0	49	0	48	0	45	0	58	0
cell391	0	39	35	9	58	0	24	22	55	2	48	0	56	0	47	0	50	0	42	0	53	1	40	0	25	20	58	0	45	0
cell392	0	58	1	42	45	0	47	0	54	3	48	1	36	0	46	4	46	0	64	0	43	0	49	11	57	0	49	4	52	0
cell393	4	37	41	0	48	0	63	0	68	0	46	0	40	19	47	0	50	0	54	0	47	0	42	0	51	0	58	0	46	0
cell394	0	46	11	27	36	8	63	0	46	0	48	0	58	0	44	0	60	0	45	2	52	0	52	0	56	0	67	4	54	0
cell395	0	40	41	4	59	0	14	36	56	0	61	0	48	0	53	0	49	0	39	0	49	0	52	0	16	37	43	4	53	0
cell396	0	65	44	14	47	1	15	33	53	1	44	0	48	0	47	1	67	0	52	0	39	16	48	0	42	0	51	1	39	2
cell397	1	54	33	29	39	3	47	0	46	0	48	0	51	2	44	0	46	0	39	1	62	0	52	0	61	0	55	0	60	0
cell398	0	48	49	0	44	0	46	0	68	0	67	0	0	49	43	3	52	0	57	0	46	0	49	0	57	0	49	1	54	0
cell399	1	37	49	4	47	0	69	0	48	1	49	0	54	0	57	0	40	0	48	1	46	0	46	0	44	0	45	6	57	0
cell400	0	51	38	7	47	0	21	21	17	25	43	8	44	1	57	0	52	0	47	0	54	0	39	1	55	0	40	0	44	14
cell401	0	39	31	3	54	0	8	34	26	20	31	17	37	2	58	0	51	0	43	0	45	0	38	0	43	0	49	0	39	11
cell402	0	55	40	6	45	1	4	42	31	14	41	5	54	0	46	3	49	0	51	0	57	1	61	0	45	0	47	0	47	8
cell403	0	54	31	27	38	4	38	0	43	2	52	0	35	0	48	0	40	8	41	0	54	0	31	0	44	0	63	0	42	2
cell404	0	58	7	58	49	0	55	0	43	0	60	4	44	0	50	0	48	1	52	0	44	0	13	27	49	0	42	5	49	0
cell405	1	53	25	24	39	0	23	23	43	7	52	0	58	0	42	0	44	0	41	3	54	0	49	0	53	2	65	0	48	0
cell406	0	46	40	11	36	18	43	2	46	4	61	0	46	0	43	8	53	7	41	2	38	1	46	1	47	0	43	0	53	1
cell407	0	34	29	23	49	0	30	27	34	8	60	0	50	0	53	0	42	0	44	0	40	0	37	0	45	0	55	1	33	0
cell408	1	40	29	29	41	0	17	26	33	1	50	3	45	0	51	0	34	0	54	0	46	0	55	0	43	0	63	0	61	0
cell409	0	52	4	59	47	3	57	0	50	3	47	7	41	0	54	0	36	1	43	0	54	0	33	13	53	2	42	0	55	0
cell410	0	50	16	15	44	0	55	0	44	1	49	1	53	0	54	3	44	0	55	0	57	0	32	17	59	0	55	0	57	1
cell411	0	51	27	19	36	7	50	0	52	5	39	0	50	4	64	1	44	0	43	0	34	0	61	0	57	0	36	0	45	0
cell412	0	54	43	21	55	1	33	13	50	0	53	0	47	0	48	0	56	0	48	0	57	4	46	0	37	15	57	7	52	0
cell413	0	45	24	26	39	0	26	13	26	17	32	6	49	0	45	0	47	0	54	0	52	0	48	0	47	4	44	2	43	0
cell414	0	67	43	1	41	0	18	32	36	18	24	22	47	0	51	1	43	0	45	0	63	0	60	1	61	0	49	0	46	3
cell415	0	50	9	37	37	1	26	18	49	0	48	4	48	1	56	0	35	0	56	0	47	0	47	2	60	0	45	0	60	0
cell416	0	55	33	14	60	0	22	33	39	0	41	0	54	0	49	6	47	0	67	0	12	24	40	1	43	0	68	0	42	0
cell417	0	45	51	5	61	0	19	25	28	22	45	7	52	1	55	0	48	1	47	3	52	0	44	0	50	0	49	0	37	3
cell418	0	48	14	48	5	37	44	0	41	0	45	0	46	0	46	0	48	1	43	1	33	0	56	0	44	0	43	0	39	0
cell419	2	53	50	1	50	1	47	0	40	1	50	0	31	17	45	2	44	0	43	0	43	0	45	0	53	0	44	0	34	0
cell420	0	48	44	0	49	0	50	1	46	0	51	0	30	12	53	0	42	0	48	0	52	0	44	0	46	1	47	0	51	0
cell421	0	49	46	5	47	0	23	39	19	42	27	24	65	0	40	2	39	0	44	5	64	0	51	0	51	0	48	0	42	0
cell422	0	52	45	4	39	0	19	34	42	7	39	0	51	0	44	0	48	0	47	3	53	0	61	0	40	2	49	0	40	0
cell423	0	45	30	17	46	0	26	22	40	3	58	0	39	0	53	0	58	0	41	3	53	0	48	0	48	11	48	0	43	1
cell424	1	47	30	17	42	6	46	0	53	0	38	4	45	0	53	0	43	0	44	0	59	0	46	0	38	0	53	0	42	0
cell425	0	61	1	44	48	0	51	0	43	0	44	0	50	0	60	0	42	5	47	1	39	2	16	37	49	0	55	0	47	0
cell426	0	51	44	10	70	0	62	0	45	8	54	5	41	0	72	0	52	2	58	0	54	0	43	2	51	0	48	0	48	0
cell427	0	57	8	37	59	0	50	0	68	0	50	5	69	0	50	0	51	0	45	0	55	0	57	0	47	0	51	0	47	0
cell428	0	50	59	1	50	0	46	0	44	0	57	1	51	0	44	0	42	1	62	1	70	0	50	0	61	0	39	1	45	0
cell429	0	45	23	22	50	1	34	15	44	0	54	0	63	4	50	0	59	0	45	1	48	6	41	0	53	0	40	0	44	0
cell430	0	52	29	16	29	15	43	2	54	0	50	0	44	0	57	0	42	0	45	0	49	0	44	0	50	0	45	0	46	0
