	mut15	mut15	mut1	mut1	mut2	mut2	mut3	mut3	mut4	mut4	mut5	mut5	mut6	mut6	mut7	mut7	mut8	mut8	mut9	mut9	mut10	mut10	mut11	mut11	mut12	mut12	mut13	mut13	mut14	mut14
cell215	0	53	41	6	45	1	51	1	44	0	43	2	52	0	26	22	25	42	56	0	50	0	53	0	47	0	43	3	42	0
cell216	0	55	29	17	53	2	56	3	54	0	49	0	46	2	29	19	48	0	36	0	64	0	55	0	57	0	36	0	57	0
cell217	0	56	19	33	32	15	36	0	33	7	54	0	53	0	51	0	57	0	54	0	47	0	41	0	50	0	48	1	45	0
cell218	0	57	9	43	51	3	41	0	60	0	55	1	36	0	39	4	54	0	37	0	46	0	42	0	41	0	37	0	36	1
cell219	0	58	42	18	50	0	43	0	38	0	48	0	46	0	48	0	48	0	52	0	46	4	54	0	48	0	42	0	64	0
cell220	1	45	46	8	31	7	56	0	49	1	59	2	6	55	50	0	50	0	42	0	36	0	20	32	49	0	48	0	49	1
cell221	0	63	6	32	35	13	56	0	43	0	55	0	58	0	48	0	43	0	48	0	51	0	51	0	52	0	41	0	53	0
cell222	0	50	16	30	61	0	47	1	58	0	45	0	43	0	70	0	49	0	45	9	52	4	63	0	50	2	54	0	44	4
cell223	0	54	18	35	41	0	50	0	56	0	26	12	49	2	58	0	44	0	47	1	48	0	54	0	49	1	55	0	52	0
cell224	0	58	20	39	39	9	44	4	52	0	19	34	55	3	52	0	58	1	47	0	40	0	42	0	48	0	55	0	48	2
cell225	1	39	4	30	45	3	48	0	55	0	50	0	55	0	48	0	55	0	40	0	45	0	44	0	52	1	55	0	53	0
cell226	0	56	57	5	46	0	45	0	49	0	55	0	40	1	41	2	48	0	49	0	46	0	42	0	54	0	47	0	68	0
cell227	2	64	14	48	39	0	13	33	53	0	52	0	43	2	46	6	54	0	52	0	55	0	55	2	56	0	58	0	51	4
cell228	0	50	43	0	42	1	45	0	54	0	55	0	61	0	42	0	58	0	58	0	47	1	51	0	47	5	55	0	63	0
cell229	0	48	43	0	48	0	48	0	46	2	52	0	55	0	14	27	47	0	59	0	55	1	51	0	51	0	32	16	56	0
cell230	0	49	2	50	12	49	56	2	25	34	32	0	41	0	59	7	46	0	37	2	45	2	53	0	47	0	54	0	33	26
cell231	0	48	32	19	56	0	46	0	41	0	51	0	53	0	49	1	51	0	52	6	38	0	44	0	57	0	40	1	56	0
cell232	0	49	13	39	28	17	58	0	21	35	41	0	52	0	54	0	52	0	53	0	47	2	62	0	45	0	53	0	35	14
cell233	0	55	25	34	49	0	68	0	46	0	53	1	41	4	54	0	46	5	34	0	47	0	50	0	47	0	44	0	40	11
cell234	0	52	9	52	47	13	37	0	26	22	47	0	46	0	67	0	58	0	53	2	49	0	36	0	46	0	60	0	56	0
cell235	0	40	13	43	26	28	46	0	36	12	43	1	44	2	46	3	49	0	63	0	48	2	53	0	54	0	59	0	50	1
cell236	0	56	51	2	38	1	60	0	55	0	50	0	38	23	42	0	44	0	48	0	54	0	36	8	52	0	49	3	64	0
cell237	3	46	0	50	47	0	47	0	48	3	45	0	63	0	57	0	60	0	56	0	44	0	44	0	46	0	62	0	33	4
cell238	0	49	37	21	57	0	34	16	54	1	57	3	34	16	48	0	42	1	44	0	42	0	37	5	46	0	58	0	55	0
cell239	0	48	33	20	46	0	45	0	52	1	31	0	32	5	55	0	56	0	52	0	56	0	65	0	39	0	42	0	67	1
cell240	3	48	22	32	48	1	55	0	44	0	52	0	50	0	58	0	59	0	42	0	49	0	59	0	44	0	41	0	50	0
cell241	0	44	7	51	44	0	40	0	45	0	40	1	54	0	52	0	54	0	19	33	17	24	56	0	45	0	42	5	45	0
cell242	1	45	8	47	20	24	43	0	53	0	46	0	45	0	43	0	47	0	41	2	51	0	56	0	57	0	41	0	49	0
cell243	0	54	22	26	58	0	25	27	43	0	47	0	44	6	54	0	54	0	61	0	54	0	52	6	45	0	49	0	49	0
cell244	0	42	3	48	46	0	47	0	36	0	55	0	42	0	52	0	58	0	19	33	38	9	59	0	49	0	57	0	51	0
cell245	0	61	29	4	58	0	53	0	55	0	42	0	13	23	38	1	53	0	48	2	54	0	54	0	43	0	33	0	43	0
cell246	0	41	31	22	48	1	38	0	53	0	40	0	57	0	41	10	56	5	36	0	52	1	63	0	52	0	52	1	44	1
cell247	0	58	34	9	52	0	50	0	47	0	51	0	43	4	37	8	47	0	48	0	60	0	46	0	55	0	55	0	43	0
cell248	0	41	10	42	55	0	53	0	50	0	36	0	50	0	41	12	59	0	65	0	46	0	60	0	50	0	54	0	52	0
cell249	0	46	35	18	42	2	57	0	60	0	43	1	46	0	25	28	43	4	47	2	53	0	61	0	45	1	52	0	56	0
cell250	2	48	12	35	48	3	52	0	46	0	41	5	41	0	57	0	54	0	44	4	43	0	56	0	64	0	40	1	43	0
cell251	0	54	41	13	51	0	50	0	52	0	53	0	59	0	39	5	44	0	36	0	40	0	45	0	45	0	62	0	54	0
cell252	0	43	37	4	61	0	57	1	39	0	45	1	27	25	40	0	43	0	44	0	45	0	32	24	50	0	51	0	43	0
cell253	0	56	7	42	55	0	55	0	51	0	54	1	59	0	50	0	57	0	21	27	54	0	45	0	43	0	53	2	38	0
cell254	3	44	4	53	3	46	52	0	20	28	51	0	47	0	40	0	46	0	45	0	52	0	55	0	45	0	55	0	35	20
cell255	0	52	5	41	57	0	42	0	63	1	49	0	66	0	57	0	62	0	31	17	29	16	58	0	53	3	53	0	44	0
cell256	0	45	39	8	54	0	48	1	52	0	41	0	44	0	17	30	50	0	45	1	58	7	61	0	42	9	52	1	41	0
cell257	0	42	3	47	57	0	56	0	54	1	53	4	43	0	54	0	40	2	6	39	47	2	57	0	34	10	56	0	47	0
cell258	0	35	11	45	59	0	53	0	56	0	55	0	54	0	47	0	47	0	39	11	48	2	37	0	58	0	61	0	44	0
cell259	0	62	25	20	52	0	59	0	47	0	50	0	47	0	52	2	53	0	47	1	49	0	56	0	50	1	54	0	57	0
cell260	0	43	0	44	33	25	54	0	35	23	46	0	42	1	51	0	41	0	52	0	55	0	55	0	46	0	51	0	42	0
cell261	0	46	13	34	15	34	57	0	25	28	47	2	64	0	40	0	53	2	54	1	54	2	57	0	66	0	46	0	30	26
cell262	0	62	11	41	56	0	52	0	55	0	49	0	52	0	49	0	43	0	26	24	43	0	47	0	43	0	51	1	38	0
cell263	0	56	35	20	32	20	47	0	39	11	48	1	42	1	49	0	56	0	44	0	52	2	62	0	55	0	40	1	66	0
cell264	0	42	9	37	26	27	44	0	51	2	52	1	43	0	49	0	52	0	51	2	38	2	59	2	59	0	46	1	62	0
cell265	0	51	28	19	55	1	62	2	51	0	51	0	53	0	26	18	33	15	52	0	53	3	51	0	45	0	51	0	54	1
cell266	0	50	35	24	66	0	49	0	46	0	51	0	58	1	7	37	33	17	43	1	44	1	53	1	58	0	53	0	49	0
cell267	0	53	12	39	36	28	72	0	31	23	52	1	56	0	37	0	45	3	55	0	51	0	53	0	52	0	34	3	53	2
cell268	0	50	4	52	46	0	51	0	47	0	37	7	30	8	57	0	40	1	48	0	40	0	46	1	39	0	45	0	48	7
cell269	0	47	5	56	48	0	69	0	40	0	45	0	48	2	42	0	52	0	34	12	59	0	55	0	42	0	57	0	46	0
cell270	1	43	16	26	46	0	54	0	37	1	50	0	40	0	49	3	55	0	46	6	59	0	43	0	54	0	43	0	46	0
cell271	0	44	45	21	55	0	38	6	51	0	65	0	41	8	47	0	55	0	52	0	51	0	57	0	61	0	54	0	45	0
cell272	0	57	17	23	18	36	56	0	34	5	37	1	51	0	32	0	49	0	69	0	44	0	46	0	47	0	50	0	42	0
cell273	0	44	41	3	46	2	49	0	42	2	55	0	19	27	38	0	60	0	51	0	70	0	45	0	55	0	44	0	35	0
cell274	0	56	41	7	49	0	48	0	54	0	37	0	58	0	5	46	11	38	45	1	55	0	42	0	51	0	45	16	48	0
cell275	0	54	17	34	44	11	49	0	55	0	37	1	40	0	46	0	41	0	46	0	53	0	53	0	31	5	61	0	57	0
cell276	0	45	36	29	39	0	55	0	45	0	45	6	12	44	47	0	57	0	56	0	49	0	22	13	49	0	60	0	68	0
cell277	1	48	21	37	62	0	44	0	41	0	49	0	60	0	48	0	57	0	23	24	36	15	50	0	46	0	57	0	34	0
cell278	0	46	20	23	50	1	46	4	51	2	54	0	33	5	32	1	40	0	56	0	57	0	42	0	46	0	54	0	50	0
cell279	0	63	10	47	12	38	49	0	38	5	43	0	51	0	59	0	55	0	51	1	51	1	62	0	61	0	39	0	53	0
cell280	1	47	9	37	56	1	52	0	55	0	49	0	47	0	41	0	46	0	7	32	17	31	36	0	41	15	49	0	46	0
cell281	2	46	33	2	56	0	43	0	50	0	38	0	50	0	15	39	59	0	47	0	46	0	66	0	47	0	52	0	51	0
cell282	0	39	18	24	45	0	47	0	54	4	61	0	50	6	58	0	59	0	45	0	56	1	41	0	47	1	42	0	42	0
cell283	0	58	11	44	44	0	54	0	40	3	49	0	47	0	49	0	44	4	19	32	39	11	50	0	18	32	58	0	59	1
cell284	0	51	37	9	69	0	56	0	37	2	73	0	64	1	41	7	31	2	47	1	52	0	49	0	48	0	54	0	50	0
cell285	2	42	12	37	28	25	41	0	45	0	44	0	47	1	45	0	49	0	54	0	51	0	49	0	54	0	53	0	54	0
cell286	0	47	31	13	46	0	45	0	46	0	53	0	49	0	28	24	27	15	56	0	40	0	57	0	42	0	50	0	49	1
cell287	0	45	21	31	54	0	40	0	58	0	48	0	42	3	43	0	52	0	36	11	42	8	40	0	48	1	52	0	56	2
cell288	0	49	37	22	51	0	49	0	47	0	56	0	55	0	41	10	56	0	53	0	53	0	50	2	52	1	45	1	51	0
cell289	0	50	47	11	44	0	43	2	52	0	40	0	10	39	44	7	43	0	50	0	49	0	39	8	53	0	43	0	58	0
cell290	0	59	16	44	57	0	12	32	37	0	47	1	51	0	39	0	57	0	45	0	52	0	58	1	42	0	50	2	47	0
cell291	0	54	50	4	54	0	37	3	53	0	53	0	13	37	54	0	38	0	55	2	48	0	66	0	46	0	40	0	44	0
cell292	0	54	39	4	60	0	42	2	46	0	54	1	25	17	39	1	48	5	52	5	60	0	30	0	48	0	55	0	43	0
cell293	0	64	18	26	46	0	53	0	54	1	49	0	46	0	36	0	57	0	44	9	44	4	54	0	60	0	33	0	56	0
cell294	0	61	3	53	24	30	46	7	34	14	36	1	50	0	56	0	40	0	41	0	60	0	50	0	54	0	35	6	46	0
cell295	0	49	30	19	52	0	54	0	41	0	58	0	40	1	19	30	51	2	40	0	54	0	48	1	53	0	41	3	43	2
cell296	2	46	7	35	25	30	48	0	55	3	50	0	54	0	40	0	50	0	48	0	46	0	43	0	45	0	45	0	36	0
cell297	0	53	30	20	44	1	42	0	58	0	53	0	46	1	27	21	41	4	51	2	55	1	45	1	50	0	33	7	51	0
cell298	1	54	44	5	57	0	38	3	51	0	56	1	45	0	19	25	40	0	46	0	48	0	53	0	48	0	54	0	41	2
cell299	0	51	20	36	51	0	39	10	56	0	57	1	36	8	40	0	55	0	46	0	43	0	65	2	52	0	40	2	53	0
cell300	2	44	48	0	41	0	43	0	49	0	53	0	50	1	50	1	52	0	47	0	55	0	57	0	50	0	53	0	43	0
cell301	1	52	41	1	49	0	44	0	55	0	65	0	43	0	53	0	41	0	53	0	47	0	52	0	48	1	59	1	34	1
cell302	0	48	15	36	50	0	45	0	46	0	35	0	56	0	24	27	43	0	46	0	52	0	38	0	43	0	51	0	50	0
cell303	0	49	11	39	27	19	40	0	39	13	52	0	66	0	48	0	50	4	65	0	54	0	48	0	53	0	60	0	41	0
cell304	8	47	0	57	47	0	42	0	46	0	51	1	52	0	42	2	51	0	20	28	25	22	44	1	40	4	56	2	44	0
cell305	0	35	8	37	38	0	45	0	56	0	49	5	27	30	47	0	51	0	44	0	55	0	48	0	55	0	50	0	48	0
cell306	0	57	11	46	51	0	47	0	47	0	52	0	56	0	59	0	49	0	15	28	46	16	60	0	47	0	54	0	52	0
cell307	0	55	21	30	38	0	51	0	45	5	38	0	49	0	46	0	48	0	27	24	46	10	60	0	28	15	58	0	49	0
cell308	0	50	50	1	40	0	50	3	46	0	51	5	60	0	33	9	55	0	52	0	38	3	58	0	36	0	52	0	47	0
cell309	0	48	30	25	49	0	53	0	49	0	43	0	34	6	47	0	47	1	54	0	61	0	38	0	45	0	49	0	55	0
cell310	1	40	12	48	20	28	41	0	43	8	48	0	53	0	55	1	43	0	55	0	51	0	38	0	42	0	53	0	44	8
cell311	0	42	7	34	32	15	43	0	50	6	64	0	52	0	46	0	51	0	42	7	34	2	50	0	43	0	54	0	46	3
cell312	0	46	47	1	55	0	54	0	38	0	44	0	62	0	49	0	36	0	50	5	53	2	60	0	38	0	47	0	51	0
cell313	0	47	21	33	45	0	45	1	36	0	49	0	59	0	32	4	54	0	42	4	38	1	50	2	43	2	55	0	42	0
cell314	0	35	50	5	53	0	25	12	43	0	41	0	29	28	43	0	48	3	53	0	35	5	51	2	57	0	47	2	53	0
cell315	1	53	32	15	51	0	49	0	56	0	47	0	32	15	46	0	52	0	45	0	56	1	49	0	47	0	48	0	41	1
cell316	0	66	2	47	18	20	46	3	47	5	44	0	41	0	53	1	58	5	40	0	55	2	59	0	48	0	52	0	40	0
cell317	2	42	17	40	44	2	41	0	57	0	24	32	39	8	44	0	58	0	46	1	49	0	39	0	52	1	38	0	45	0
cell318	1	43	48	0	42	0	66	2	51	0	43	2	39	3	46	0	53	0	45	0	47	0	46	0	65	0	39	0	47	0
cell319	3	60	7	52	53	0	39	12	41	0	61	3	58	7	46	0	61	0	46	0	45	0	45	0	52	0	53	0	47	0
cell320	6	42	8	36	44	0	42	1	43	0	50	0	52	0	41	0	56	0	22	26	58	0	50	0	49	0	45	2	45	0
cell321	1	58	18	37	9	48	45	0	18	30	39	0	54	0	46	0	52	3	52	0	38	0	46	0	59	0	63	0	37	18
cell322	0	43	53	6	39	0	53	0	54	0	54	7	35	10	54	0	37	2	29	0	47	0	46	0	53	0	41	0	41	0
cell323	1	53	9	50	49	0	47	0	66	2	54	0	45	0	43	0	46	0	38	5	51	0	44	3	45	0	52	0	42	0
cell324	3	67	53	1	49	0	58	0	54	1	41	0	45	0	6	44	39	21	45	0	54	3	46	0	54	0	54	0	49	0
cell325	0	44	43	6	53	2	65	0	55	1	49	0	57	0	16	18	39	19	51	0	52	0	49	0	54	0	56	4	62	0
cell326	0	41	22	35	33	0	47	11	57	0	56	0	37	10	34	0	45	1	43	1	39	0	38	0	46	0	46	0	53	0
cell327	0	53	44	9	46	0	45	1	50	0	50	0	3	54	41	0	40	0	56	0	53	0	39	13	47	0	45	0	56	0
cell328	0	44	16	32	25	24	36	0	15	33	46	1	48	1	44	0	52	0	57	0	53	1	42	0	41	0	43	0	49	6
cell329	1	49	6	41	51	0	60	0	43	0	46	2	58	3	49	0	42	0	51	0	47	0	62	1	54	0	58	0	49	0
cell330	4	51	14	40	41	0	54	5	51	0	48	0	56	0	43	7	47	0	61	0	48	0	47	0	45	0	58	0	56	2
cell331	0	50	7	34	31	22	47	0	34	19	56	0	63	0	49	0	48	0	35	0	62	0	48	0	51	0	41	0	44	0
cell332	6	39	3	52	48	0	45	2	56	0	64	0	47	0	52	0	51	0	45	5	44	0	58	0	48	0	53	0	36	0
cell333	0	54	57	0	38	7	60	0	53	0	45	6	44	4	51	2	50	0	58	0	45	1	46	0	45	2	43	0	49	0
cell334	0	53	35	24	37	0	55	2	54	0	47	0	50	0	21	17	43	0	49	0	51	0	55	0	45	2	39	1	55	0
cell335	0	47	45	13	52	1	41	0	51	0	44	0	46	0	42	0	52	0	55	0	45	0	45	3	50	0	42	0	42	0
cell336	0	48	21	24	45	9	51	0	36	0	55	0	55	0	45	0	44	0	59	0	63	0	50	0	53	0	35	0	56	0
cell337	2	44	52	4	56	0	41	0	60	0	51	0	14	32	41	0	52	0	54	0	52	0	36	8	49	0	41	11	52	0
cell338	2	35	40	4	57	0	41	0	65	0	49	0	48	0	43	6	43	4	45	0	51	0	47	0	48	0	46	7	59	2
cell339	0	56	24	25	50	0	57	0	56	0	44	1	60	2	50	4	45	0	42	5	58	0	48	0	55	0	46	0	60	0
cell340	0	58	45	0	46	0	47	0	44	1	50	0	64	0	46	1	55	0	47	0	53	0	49	1	47	2	59	0	57	0
cell341	0	47	11	31	29	9	45	0	41	0	45	0	50	0	41	1	45	0	50	0	59	0	42	0	47	0	47	0	48	0
cell342	2	43	40	17	46	0	41	0	41	1	43	11	32	9	55	0	48	0	52	0	46	2	42	0	56	0	63	0	43	0
cell343	1	41	58	0	42	0	50	0	46	0	46	0	50	0	58	0	65	0	45	3	46	0	48	0	47	0	68	0	53	1
cell344	0	62	5	51	20	23	48	2	52	5	49	0	51	1	51	0	50	0	40	0	56	0	43	0	54	1	45	3	44	1
cell345	0	49	28	14	45	2	52	0	46	2	52	0	50	0	35	5	49	0	52	0	51	0	39	0	53	0	46	0	60	0
cell346	0	45	48	0	60	4	53	0	42	2	54	0	43	0	38	0	45	0	44	0	56	0	46	0	53	6	47	0	48	1
cell347	0	65	14	41	62	0	45	2	44	0	46	0	55	0	63	0	55	0	14	20	41	9	60	0	62	0	51	0	49	0
cell348	0	55	31	10	63	0	46	0	49	2	50	0	32	8	48	0	46	0	40	0	61	0	43	0	46	0	44	1	66	0
cell349	0	53	5	43	49	0	44	2	63	0	44	6	47	0	58	0	59	0	30	16	35	6	56	0	45	6	39	0	44	0
cell350	0	46	34	19	64	0	27	0	46	0	46	3	38	17	54	0	51	2	64	0	47	0	29	19	45	0	61	0	48	0
cell351	1	56	56	13	51	0	43	1	48	0	53	0	38	12	48	0	53	0	40	0	62	0	52	2	64	1	47	0	50	0
cell352	0	51	17	32	62	0	47	0	51	0	66	0	53	0	41	3	47	0	35	0	52	1	50	0	43	0	33	0	53	0
cell353	0	64	12	34	37	0	57	0	55	0	73	0	53	0	40	0	56	0	34	14	38	9	45	0	39	0	49	2	38	0
cell354	0	49	53	0	48	6	65	0	59	0	48	0	45	0	47	0	49	0	60	0	50	0	45	1	49	0	53	0	46	1
cell355	1	49	38	4	48	3	57	0	59	1	47	0	35	8	62	0	47	0	56	0	45	1	53	0	52	0	44	0	48	0
cell356	2	50	55	0	58	0	46	0	59	2	46	0	63	0	46	0	54	0	47	16	57	0	60	0	49	0	35	0	55	0
cell357	0	48	56	0	68	0	50	2	55	0	62	0	55	0	51	8	39	0	39	0	45	0	54	0	49	2	47	0	51	0
cell358	1	39	4	51	12	31	46	0	36	2	41	0	49	12	39	0	55	0	40	0	44	1	43	2	41	2	48	0	44	0
cell359	0	48	55	1	49	0	63	0	62	1	56	0	55	0	34	17	44	1	35	0	46	0	63	0	39	1	26	19	43	0
cell360	5	48	32	13	60	0	54	0	51	0	61	0	25	31	46	0	43	1	45	0	49	0	48	6	49	0	57	0	47	0
cell361	2	45	3	47	46	0	53	2	42	0	53	1	47	0	50	0	41	1	18	36	52	1	44	0	38	0	53	0	50	0
cell362	0	45	48	0	51	0	51	0	45	0	49	0	48	0	9	44	40	4	62	0	55	0	60	1	40	0	26	14	57	1
cell363	0	59	10	37	15	32	63	0	32	18	51	0	59	0	54	0	48	0	54	0	60	0	39	0	56	0	46	0	55	0
cell364	0	47	14	45	58	0	46	8	50	8	47	0	43	1	52	0	50	0	19	28	39	7	41	0	35	15	53	0	50	0
cell365	0	54	11	36	25	16	46	0	49	0	46	0	49	0	47	0	52	1	55	2	47	0	49	5	56	0	45	0	41	0
cell366	0	52	17	30	56	0	51	1	40	0	48	0	54	0	43	0	48	0	19	28	58	0	51	0	43	2	46	0	37	1
cell367	0	50	15	27	26	24	59	0	45	0	52	3	59	0	56	0	42	0	57	2	54	0	44	1	57	0	58	0	55	0
cell368	0	41	19	32	59	0	40	11	39	0	41	0	35	19	59	0	53	0	46	1	50	0	40	0	39	0	55	0	42	4
cell369	1	43	4	52	37	8	39	0	44	7	51	0	54	0	70	0	45	6	62	0	51	0	48	0	54	0	43	0	68	0
cell370	0	55	20	29	38	10	38	0	35	7	48	0	51	0	49	0	41	5	48	0	47	0	55	0	44	0	58	0	49	0
cell371	0	40	4	41	50	2	69	0	40	0	58	0	45	0	60	0	53	1	18	42	44	8	41	1	10	37	40	0	54	0
cell372	0	45	33	5	44	5	47	0	40	0	48	0	49	2	12	34	36	17	55	0	54	0	55	0	53	0	39	16	56	0
cell373	0	52	31	26	39	0	51	0	57	1	50	0	57	2	52	0	50	0	26	20	39	12	50	0	57	0	40	0	59	0
cell374	0	56	50	9	45	0	44	15	64	0	50	0	49	0	14	33	20	29	57	0	53	0	49	0	50	2	50	0	49	0
cell375	2	49	36	18	63	0	40	0	39	4	37	0	32	24	45	0	55	0	40	1	51	0	38	11	45	0	57	0	51	0
cell376	0	50	50	7	53	0	39	1	52	0	48	0	39	9	49	0	58	0	61	0	44	7	44	2	62	0	60	0	38	0
cell377	0	61	2	35	11	40	33	0	33	20	47	0	58	0	48	0	54	0	53	3	47	0	45	0	52	0	46	0	45	1
cell378	0	54	32	21	59	0	56	0	53	0	59	0	64	0	21	19	33	3	41	0	47	0	48	1	39	0	34	8	51	0
cell379	1	38	28	25	23	28	44	0	52	12	44	0	40	0	55	0	68	2	46	0	64	0	47	1	55	0	41	0	56	2
cell380	0	58	50	0	46	0	58	0	44	0	57	0	51	0	47	0	50	0	48	3	54	0	46	1	36	7	52	0	41	1
cell381	0	42	1	44	43	0	45	0	49	0	58	0	47	0	54	0	36	0	6	41	28	12	38	0	61	0	58	0	42	0
cell382	0	48	30	18	61	0	42	1	63	0	51	0	30	26	44	0	59	0	54	0	35	2	48	0	58	0	52	0	56	0
cell383	0	43	44	1	49	0	42	5	46	1	62	0	45	0	55	0	57	0	48	0	53	0	40	3	48	0	47	0	52	0
cell384	0	40	27	29	63	0	45	0	47	0	55	0	44	0	40	0	55	0	23	12	31	17	55	0	49	0	48	0	55	2
cell385	0	40	43	13	50	0	49	1	56	0	50	0	43	0	55	6	39	7	55	0	57	2	55	0	48	1	45	0	51	0
cell386	0	55	29	19	51	0	52	0	39	0	43	0	57	7	46	0	75	0	48	0	51	0	55	0	39	0	46	1	63	0
cell387	0	48	13	41	30	27	58	3	38	15	54	0	39	0	52	0	41	0	52	0	44	0	44	3	51	0	56	0	43	8
cell388	0	52	33	17	43	0	45	0	57	0	59	0	54	0	38	12	32	14	42	0	54	0	58	0	42	0	51	0	56	0
cell389	0	62	31	13	43	0	51	1	43	0	42	0	47	3	38	0	51	0	31	0	57	0	52	1	53	0	49	0	68	0
cell390	0	41	5	36	54	0	46	0	60	0	60	0	37	0	59	0	51	0	2	47	39	10	55	0	21	36	40	4	46	0
cell391	0	53	0	41	34	14	63	0	53	2	45	1	54	0	43	0	51	0	50	0	55	0	45	0	55	0	44	0	62	1
cell392	0	45	31	10	45	0	50	0	32	0	56	0	39	8	46	0	53	0	34	0	44	0	55	0	56	0	54	0	66	1
cell393	0	57	22	28	39	0	39	10	43	0	48	3	38	7	44	0	47	0	51	0	61	0	44	0	58	0	47	0	69	0
cell394	1	49	57	4	53	0	54	0	43	0	55	0	59	1	30	20	51	4	43	0	41	0	46	1	53	2	48	0	59	0
cell395	0	53	26	36	44	0	55	3	43	0	47	0	40	15	45	0	39	1	52	0	43	0	25	15	49	3	52	0	42	0
cell396	0	37	0	55	6	46	57	0	60	0	47	2	55	11	46	1	45	0	52	1	62	0	29	0	54	0	50	0	54	0
cell397	2	53	24	41	52	0	55	2	41	3	55	0	42	8	46	0	46	0	40	2	43	0	43	0	40	0	56	0	53	0
cell398	0	46	53	1	49	0	53	0	45	2	43	0	44	0	21	31	38	1	53	0	57	0	59	0	47	0	38	18	60	0
cell399	0	37	44	4	58	0	54	0	64	2	45	0	15	35	44	0	47	0	49	0	57	0	63	0	58	0	48	0	49	0
cell400	0	43	15	33	38	1	36	0	47	0	47	10	31	23	53	0	46	0	47	0	53	0	36	10	60	2	59	0	62	0
cell401	0	40	5	46	60	0	55	0	53	0	64	0	45	1	51	0	44	2	12	39	47	5	48	0	56	1	59	0	64	0
cell402	0	48	22	21	56	0	53	0	51	0	45	1	23	31	40	2	31	2	55	4	58	0	48	6	47	0	53	0	43	2
cell403	0	46	18	24	46	0	43	0	42	0	34	0	21	39	40	1	47	0	47	0	54	0	54	3	48	1	41	0	49	0
cell404	0	54	25	26	47	0	23	32	36	0	43	4	29	20	42	0	56	0	52	0	50	0	60	2	45	0	49	0	56	3
cell405	7	36	1	50	40	0	53	0	51	0	40	0	44	3	48	0	63	0	60	0	37	2	38	0	49	0	32	2	42	0
cell406	0	48	39	8	45	0	51	0	48	0	46	1	49	0	56	0	48	0	34	34	43	4	42	0	58	0	46	0	52	0
cell407	1	53	17	25	48	0	41	0	61	0	59	0	49	2	48	0	46	3	45	0	48	0	60	0	61	0	51	2	55	0
cell408	1	49	13	39	47	0	40	0	46	0	53	3	38	2	46	0	56	0	53	0	51	1	48	0	38	2	52	1	35	0
cell409	0	53	7	34	42	0	58	0	46	0	55	0	48	0	49	0	43	0	29	23	40	0	54	0	62	0	42	0	41	1
cell410	0	43	36	13	49	0	53	0	56	0	37	0	48	1	52	0	63	0	50	0	49	1	43	6	55	0	49	0	59	0
cell411	0	48	20	29	57	5	42	7	50	0	43	3	52	0	42	26	47	3	44	1	60	0	41	0	45	0	50	4	47	0
cell412	1	45	23	24	25	33	56	0	70	0	53	0	53	0	46	3	49	0	46	0	45	0	51	0	51	1	50	0	60	0
cell413	0	48	4	41	60	0	54	0	49	0	54	0	49	0	44	0	55	0	24	26	49	1	54	0	37	21	62	0	51	0
cell414	0	52	2	57	59	3	36	0	47	0	65	0	43	0	51	0	50	0	12	37	46	10	55	0	39	3	47	0	40	0
cell415	0	54	56	0	45	0	52	0	55	3	49	0	42	1	46	0	57	2	48	0	50	0	46	0	49	1	51	0	42	0
cell416	0	50	10	37	54	0	52	0	43	1	46	0	49	0	52	0	48	0	18	17	41	7	50	4	46	1	54	0	58	0
cell417	0	51	33	18	43	0	55	0	44	0	48	0	49	0	38	3	47	0	33	10	35	12	52	0	48	0	59	0	49	0
cell418	0	43	28	28	49	1	38	0	52	0	42	2	52	0	50	0	52	0	59	5	50	0	53	0	51	1	48	0	50	0
cell419	1	51	56	0	57	1	59	0	58	0	48	7	48	0	50	0	44	0	42	0	55	0	51	0	59	0	48	0	43	1
cell420	0	59	15	25	35	0	41	7	51	0	54	0	42	13	50	0	47	0	54	2	43	0	57	0	56	0	46	0	49	0
cell421	0	41	7	40	43	1	48	0	40	1	57	0	40	0	48	0	54	0	52	0	49	0	50	0	53	0	42	1	50	0
cell422	0	48	33	27	48	0	60	0	54	0	46	0	61	0	33	0	60	0	38	12	51	0	50	0	37	2	35	1	50	0
cell423	0	49	44	9	36	0	47	0	57	0	42	0	51	0	43	4	46	0	54	0	42	0	43	0	41	0	36	0	40	0
cell424	1	58	57	5	47	0	47	0	53	0	61	0	37	7	48	3	55	2	56	0	48	3	49	0	42	0	39	3	54	1
cell425	0	51	18	14	54	0	50	0	54	0	44	0	47	1	43	0	43	0	17	31	52	11	45	0	34	22	58	1	40	1
cell426	0	42	47	14	53	0	44	8	45	6	47	0	36	8	57	0	50	0	46	0	42	3	33	3	48	0	51	4	62	0
cell427	0	51	57	0	39	1	48	0	39	0	61	3	39	0	48	0	58	0	54	0	55	0	35	0	60	0	43	0	38	0
cell428	0	54	35	4	58	0	51	0	51	0	48	0	35	0	48	12	31	5	48	1	53	0	35	7	48	5	45	4	56	5
cell429	2	57	17	24	12	32	53	2	36	6	56	0	53	0	55	0	45	0	43	1	55	0	51	2	52	0	46	0	35	7
cell430	0	54	48	4	46	0	50	0	54	0	52	0	45	0	37	13	51	0	57	0	53	1	65	0	51	0	62	0	43	0
