	mut15	mut15	mut1	mut1	mut2	mut2	mut3	mut3	mut4	mut4	mut5	mut5	mut6	mut6	mut7	mut7	mut8	mut8	mut9	mut9	mut10	mut10	mut11	mut11	mut12	mut12	mut13	mut13	mut14	mut14
cell215	0	43	21	36	45	0	32	16	41	1	54	2	33	19	60	0	48	0	49	0	52	1	41	0	49	1	41	0	48	3
cell216	2	39	35	19	52	2	51	9	57	0	20	41	38	1	46	1	33	14	52	1	53	2	46	4	54	0	55	0	70	0
cell217	0	47	10	29	47	0	50	5	53	0	46	12	59	0	58	0	43	0	49	0	41	2	49	0	50	0	59	0	52	0
cell218	2	48	15	35	43	0	31	7	59	0	20	27	55	1	52	1	52	0	44	0	37	0	52	0	43	0	57	5	52	0
cell219	1	44	18	30	48	0	36	17	47	0	20	24	48	0	57	0	48	0	57	0	44	1	52	0	51	0	51	0	45	1
cell220	0	49	49	0	32	16	35	0	44	1	47	0	45	0	50	0	66	0	44	1	53	0	55	0	44	1	41	1	49	2
cell221	0	62	5	51	52	0	58	0	10	48	44	0	55	0	53	5	47	0	54	0	32	13	41	0	45	0	41	15	58	0
cell222	1	43	53	0	64	0	44	0	50	0	48	0	28	1	50	2	46	0	52	0	63	1	56	0	43	2	51	0	44	0
cell223	0	49	52	0	41	0	43	0	55	0	19	30	41	0	47	6	47	0	49	0	46	2	57	0	51	3	53	0	20	25
cell224	4	43	50	1	44	17	48	0	47	0	51	0	48	0	49	0	47	0	46	0	38	0	49	1	55	0	56	1	40	0
cell225	0	44	37	10	52	0	42	4	58	0	34	12	40	16	46	0	41	0	54	0	37	1	47	0	46	0	50	0	51	0
cell226	0	52	12	24	51	0	49	0	36	17	53	0	45	0	47	0	44	3	62	0	24	14	47	0	54	0	22	29	46	1
cell227	0	44	26	24	49	0	48	0	59	0	23	31	49	1	48	7	56	0	54	0	44	0	65	0	47	0	34	2	45	0
cell228	0	47	23	28	51	1	48	7	47	0	41	7	51	0	48	0	52	0	49	0	58	0	56	1	59	0	51	0	40	1
cell229	0	53	4	40	41	0	51	0	8	59	49	3	53	0	38	4	49	5	43	0	19	26	47	0	53	0	45	0	38	3
cell230	2	44	32	21	53	0	50	7	46	0	22	16	16	18	45	0	42	0	57	0	57	0	53	0	49	0	47	0	54	0
cell231	0	51	22	17	52	0	46	8	47	1	25	19	45	0	35	2	47	0	58	0	55	0	40	0	48	0	45	0	39	0
cell232	0	49	34	6	43	0	54	4	42	16	50	1	49	0	38	0	40	1	54	0	50	11	39	0	51	0	51	2	63	0
cell233	0	58	30	31	56	0	25	32	44	1	43	3	50	0	46	1	47	0	41	6	49	1	41	0	51	2	51	0	47	0
cell234	0	51	52	0	31	26	48	6	47	0	57	0	51	0	58	0	39	10	45	0	63	0	58	0	46	0	54	0	45	0
cell235	0	56	50	11	44	1	61	0	48	0	40	0	45	3	55	0	48	0	49	0	46	2	55	1	53	0	45	0	59	0
cell236	0	55	45	7	10	43	45	0	45	0	35	0	46	2	42	0	58	0	48	0	56	0	56	0	34	4	41	0	44	2
cell237	0	37	16	43	49	1	41	0	51	15	51	0	46	0	42	5	46	0	50	0	42	0	39	0	42	0	50	2	56	1
cell238	0	43	33	15	50	0	49	3	53	1	65	0	30	14	42	0	62	0	46	0	45	0	53	0	34	0	50	0	58	0
cell239	0	54	27	25	44	0	42	0	55	0	52	0	59	0	47	2	51	0	48	0	48	0	61	0	54	0	38	0	57	0
cell240	0	51	37	14	55	1	54	0	42	2	34	13	51	0	49	0	53	1	52	0	50	0	54	0	50	0	66	0	60	0
cell241	0	51	8	50	43	0	57	0	30	21	52	0	52	0	46	0	44	1	50	0	49	0	51	0	49	0	45	0	38	11
cell242	0	57	43	0	49	0	51	2	42	0	51	1	62	0	45	0	55	2	52	1	47	0	47	1	41	0	44	0	52	0
cell243	0	63	48	8	50	0	49	0	47	0	45	6	55	0	48	0	50	0	44	6	57	0	51	0	45	2	41	0	53	2
cell244	0	49	49	2	56	0	42	18	42	2	34	18	35	1	49	0	47	2	50	3	54	0	40	7	54	0	42	0	37	0
cell245	0	41	48	0	21	20	41	0	45	0	44	0	54	0	43	2	31	24	47	4	37	0	53	0	50	1	47	0	53	0
cell246	2	59	2	37	49	0	50	0	4	49	53	0	39	0	45	0	53	0	52	0	14	45	42	0	53	0	44	4	48	0
cell247	1	58	21	34	52	0	47	2	43	0	41	10	49	1	38	0	43	1	52	0	58	0	40	0	53	1	47	0	44	0
cell248	0	47	3	43	58	0	38	0	32	19	53	1	43	8	50	0	47	0	49	0	44	5	44	1	47	0	48	0	53	0
cell249	0	50	49	0	33	19	46	0	48	0	66	0	51	1	54	1	41	0	46	4	47	0	46	0	50	3	48	0	48	0
cell250	0	41	12	32	53	0	42	0	33	23	49	0	52	0	56	0	49	0	50	0	49	1	56	0	45	0	59	0	54	0
cell251	0	49	39	17	48	0	41	0	58	0	11	42	58	0	31	21	47	0	37	0	53	0	65	0	48	0	52	0	54	0
cell252	0	61	30	10	43	0	38	9	60	0	34	19	57	0	39	4	50	0	28	20	51	0	48	0	46	0	45	0	39	0
cell253	0	50	28	19	46	8	61	0	37	0	33	15	52	0	43	2	56	0	47	0	52	0	49	0	58	0	37	7	53	0
cell254	0	48	34	15	60	0	46	7	50	0	51	4	38	11	56	2	45	0	51	0	47	0	43	0	36	3	50	0	47	0
cell255	0	52	56	0	39	12	41	0	61	0	45	0	44	0	55	3	58	0	45	0	61	0	56	0	39	0	50	0	47	0
cell256	0	58	37	12	61	0	41	0	61	0	53	0	51	0	45	6	50	0	57	0	52	0	51	0	47	0	49	0	54	0
cell257	0	51	38	12	44	0	48	0	40	0	34	13	55	0	43	6	58	0	43	0	39	0	50	0	48	0	52	0	62	0
cell258	0	64	33	24	39	0	33	3	44	2	32	20	49	0	48	1	64	0	48	0	44	0	50	0	55	2	41	0	61	0
cell259	0	44	44	0	43	12	55	0	48	0	58	0	55	0	45	0	21	18	68	0	51	0	53	0	46	0	59	0	47	1
cell260	0	62	12	40	43	0	56	2	49	0	47	10	37	9	49	2	59	0	69	0	50	0	58	0	65	0	53	0	42	0
cell261	0	47	33	15	46	0	61	0	44	3	17	26	48	0	42	1	67	0	50	0	37	0	46	0	64	0	48	1	51	0
cell262	0	39	24	35	45	0	61	1	54	0	17	22	47	1	51	0	58	0	51	0	55	0	47	0	54	0	36	4	16	19
cell263	2	48	51	0	17	31	47	0	53	0	44	0	42	0	40	0	43	0	48	2	58	0	54	0	52	0	44	0	42	0
cell264	0	51	25	17	55	0	46	0	42	0	25	22	45	0	61	0	52	0	44	0	40	0	39	0	42	0	57	0	50	0
cell265	0	54	43	2	44	0	36	8	39	0	43	10	56	0	45	0	56	0	40	7	54	0	46	1	62	0	52	0	52	0
cell266	0	53	38	12	43	0	58	8	52	0	42	0	51	0	48	0	50	0	56	0	61	0	45	0	52	1	37	0	61	0
cell267	0	51	30	18	43	0	49	0	49	0	12	25	40	14	40	0	56	0	51	0	69	0	56	0	26	25	48	0	47	0
cell268	0	61	20	18	53	0	50	0	46	0	36	3	36	0	47	0	41	0	48	1	52	0	38	0	40	0	50	0	48	0
cell269	0	42	42	0	24	17	55	0	41	0	55	0	47	0	72	0	58	0	39	0	61	0	42	0	54	0	36	2	57	0
cell270	0	52	35	12	36	0	51	5	65	0	24	21	46	0	47	0	35	0	32	19	50	1	54	8	41	0	66	0	56	4
cell271	0	45	24	19	47	0	45	0	52	5	60	1	52	0	40	1	51	0	49	1	38	0	60	0	51	0	64	0	52	0
cell272	0	53	10	33	52	0	47	0	36	15	50	0	53	0	57	0	39	0	35	0	44	0	49	0	68	0	45	0	46	0
cell273	0	48	19	28	50	0	40	7	52	0	34	6	37	1	53	0	52	0	48	0	54	0	50	0	57	0	54	0	53	0
cell274	0	57	11	28	40	0	52	0	55	0	48	0	58	0	63	0	55	0	46	0	52	0	48	0	53	1	33	8	41	0
cell275	0	57	33	25	49	0	48	0	31	15	43	0	41	2	64	1	48	0	56	1	20	33	63	0	43	3	45	0	51	0
cell276	0	44	5	39	52	0	45	0	20	27	42	0	57	0	52	0	51	0	49	0	32	18	46	2	45	0	49	1	61	0
cell277	0	41	52	0	33	8	49	0	48	0	48	0	42	2	45	1	47	0	53	1	36	0	50	0	46	7	51	0	44	0
cell278	2	49	29	23	46	0	55	0	64	0	44	0	44	0	53	0	50	4	49	0	37	0	50	0	40	3	49	0	59	0
cell279	0	39	13	45	44	0	37	2	52	0	43	4	24	29	45	0	30	0	39	0	39	0	35	0	56	8	44	0	39	0
cell280	0	48	52	3	48	0	58	0	63	0	53	0	52	0	42	0	39	0	46	0	45	0	48	0	34	0	42	0	52	0
cell281	1	62	35	12	65	0	51	0	56	0	20	30	43	0	27	18	46	0	50	4	67	0	56	0	59	0	30	13	42	0
cell282	0	48	28	22	38	0	54	2	32	0	42	15	52	0	45	0	59	0	44	3	64	3	44	0	49	0	57	1	51	0
cell283	0	49	21	52	53	0	43	9	54	0	45	5	47	0	46	1	51	0	54	0	37	0	51	0	45	1	50	0	43	0
cell284	0	60	27	27	55	0	41	0	59	0	23	22	45	0	51	1	54	0	48	8	41	0	46	0	47	0	59	0	55	0
cell285	3	39	44	11	49	0	58	0	51	0	10	40	50	1	28	15	44	2	47	0	48	0	47	0	52	1	57	4	57	1
cell286	0	37	36	7	52	0	72	0	49	0	7	46	46	0	34	19	60	0	36	0	49	0	55	0	39	0	57	0	50	0
cell287	5	47	36	0	44	0	38	0	46	0	37	3	50	5	44	0	56	0	41	0	51	0	54	0	51	0	56	0	57	0
cell288	0	54	50	0	33	10	46	0	48	2	53	0	47	0	37	2	51	0	58	0	49	0	43	0	51	1	40	0	45	9
cell289	0	54	31	3	49	1	37	6	41	0	45	3	47	0	51	0	36	0	50	0	54	0	40	0	59	0	45	0	34	2
cell290	0	55	5	50	51	0	59	0	9	40	51	0	53	0	43	1	52	0	56	0	6	38	45	0	46	0	26	30	52	0
cell291	0	55	4	51	47	0	51	0	29	12	41	0	51	0	65	0	41	1	56	0	31	11	49	0	60	0	35	6	60	0
cell292	0	50	43	6	51	0	45	1	37	1	11	45	43	0	51	0	56	1	28	26	54	0	53	2	46	2	52	0	56	0
cell293	1	45	25	29	62	0	39	0	13	33	53	0	43	2	42	0	49	1	40	1	18	30	55	0	38	0	42	4	58	1
cell294	0	60	12	30	42	0	46	0	57	0	49	0	45	0	40	0	44	0	44	5	46	3	59	1	42	0	45	0	45	0
cell295	2	46	30	22	50	0	52	5	45	0	34	16	37	0	56	0	43	0	39	14	54	0	44	0	66	0	54	1	55	0
cell296	0	42	46	1	28	24	59	0	46	0	46	0	46	0	50	0	54	0	55	0	42	0	45	0	61	0	55	0	36	0
cell297	0	43	9	36	32	0	55	1	60	0	45	11	46	0	46	0	37	3	40	18	47	1	59	0	51	0	48	0	50	0
cell298	0	51	40	22	54	0	51	0	49	0	19	30	58	0	46	0	43	0	56	0	52	0	44	0	28	12	35	0	49	0
cell299	0	48	3	49	49	1	51	0	29	20	46	0	55	0	45	2	54	1	53	0	44	5	44	0	51	0	32	12	45	1
cell300	0	52	36	14	53	0	34	0	51	3	21	35	41	0	42	2	39	5	45	1	56	1	50	0	57	0	50	0	50	0
cell301	0	46	38	22	50	0	44	15	41	0	33	12	48	1	45	0	50	0	42	3	42	0	43	14	53	0	53	0	41	0
cell302	0	61	15	43	57	0	41	6	49	0	14	20	59	1	42	1	56	0	9	30	48	0	40	6	55	0	49	0	50	1
cell303	2	49	33	19	44	4	34	0	43	0	39	0	56	2	57	0	46	1	43	0	58	0	45	0	40	0	42	0	47	0
cell304	0	36	33	14	40	0	42	0	58	0	31	19	51	0	49	0	57	0	56	0	51	0	51	0	52	0	40	0	49	0
cell305	0	51	9	46	37	0	49	0	54	0	47	0	44	4	57	0	47	1	43	0	49	0	48	1	38	0	47	3	48	7
cell306	1	62	30	17	32	3	37	2	44	0	46	2	41	6	49	0	57	0	61	1	48	2	52	0	61	0	40	0	47	0
cell307	0	48	0	51	50	0	50	0	25	24	53	0	50	1	62	1	40	0	47	0	56	0	54	0	42	0	50	1	46	0
cell308	1	52	45	11	54	0	48	3	50	8	54	0	51	0	52	0	48	6	51	0	54	0	51	0	52	0	49	0	55	0
cell309	0	49	30	12	48	0	41	2	32	0	24	20	58	6	50	0	63	3	59	0	59	0	57	1	42	9	45	0	46	0
cell310	1	57	20	18	43	1	32	18	39	0	35	14	61	1	42	0	47	0	36	20	41	0	43	1	41	0	55	3	54	0
cell311	0	58	8	46	45	0	30	12	54	0	43	7	41	0	52	0	58	2	50	0	58	0	43	0	46	0	62	0	42	0
cell312	0	46	38	2	46	0	42	0	47	1	23	9	38	0	57	0	39	0	59	0	67	0	39	6	42	0	57	0	60	0
cell313	0	45	51	2	50	0	34	5	67	0	17	26	52	0	43	0	43	0	57	2	53	1	58	0	45	0	54	0	55	0
cell314	0	45	36	16	51	0	38	0	52	0	27	22	49	0	57	1	52	0	32	15	51	0	57	3	53	2	53	0	55	3
cell315	0	48	18	28	58	0	47	3	37	9	51	0	45	0	43	0	47	0	66	0	47	6	36	0	50	0	45	5	38	2
cell316	0	53	42	13	42	0	55	0	47	0	20	26	51	0	32	15	35	0	45	0	46	0	47	0	38	1	43	0	66	0
cell317	0	34	35	8	62	0	52	2	55	0	32	19	58	0	55	0	48	0	30	3	68	5	54	0	49	0	55	0	48	6
cell318	0	50	12	44	55	0	38	0	14	25	56	0	48	0	57	0	59	0	56	0	42	12	61	0	45	0	48	0	47	0
cell319	0	60	58	2	46	0	48	1	42	0	45	0	62	2	43	0	51	0	46	0	42	1	55	0	52	0	52	0	48	0
cell320	1	56	7	50	47	0	24	23	54	0	34	20	45	4	48	0	51	0	46	0	55	5	49	0	50	0	49	0	33	0
cell321	0	55	15	29	65	0	43	0	43	11	37	0	45	0	40	0	42	0	42	0	34	0	55	0	39	0	45	0	52	0
cell322	0	60	24	23	67	0	35	4	57	0	39	11	20	19	47	0	54	0	48	0	54	0	40	0	35	13	50	0	51	0
cell323	0	36	30	20	44	0	53	1	46	0	9	45	62	0	56	0	42	0	45	1	40	1	44	0	48	0	50	0	48	7
cell324	0	39	41	5	56	0	52	0	55	0	17	29	51	0	38	0	55	0	55	0	47	0	49	0	48	0	45	0	43	12
cell325	0	38	36	16	52	0	49	0	50	0	19	38	47	3	46	0	47	0	47	2	46	0	53	0	44	9	56	0	44	0
cell326	0	45	24	17	47	0	18	17	40	0	16	17	50	3	54	0	57	0	49	0	38	7	48	0	52	0	47	0	57	0
cell327	0	44	10	29	66	0	58	0	21	24	41	0	53	3	47	0	45	0	48	0	20	31	42	0	49	0	26	21	51	0
cell328	0	56	40	8	64	0	49	0	51	0	20	24	58	0	53	0	54	0	42	2	36	0	54	0	40	0	50	0	47	0
cell329	0	43	61	4	48	4	39	0	54	0	20	32	49	0	47	0	64	0	45	0	42	1	42	1	43	1	53	0	51	0
cell330	0	45	41	4	69	0	48	11	44	0	18	36	44	0	66	0	42	0	17	30	53	0	49	0	36	0	45	0	40	0
cell331	1	43	49	0	56	0	52	2	48	0	47	0	55	0	59	7	49	0	51	0	45	0	61	0	43	0	51	0	57	0
cell332	0	53	35	10	46	0	55	1	49	0	34	11	50	3	64	0	49	4	43	0	47	1	48	0	42	8	52	0	49	0
cell333	0	47	18	23	41	1	43	0	46	1	56	0	46	2	54	0	45	0	44	0	56	1	43	0	41	1	48	0	52	0
cell334	0	46	21	22	48	0	40	0	11	42	50	0	60	0	57	0	41	0	48	0	17	31	37	0	48	0	39	0	56	0
cell335	0	51	41	23	49	0	58	2	53	0	30	21	44	0	31	21	56	0	54	0	58	3	52	1	53	3	52	5	60	0
cell336	2	59	24	19	58	0	48	0	13	42	49	1	56	0	48	0	48	0	44	0	35	2	54	1	46	0	53	0	50	0
cell337	0	44	45	6	43	5	45	3	54	0	33	20	48	0	41	1	62	0	46	8	54	0	59	1	49	2	69	0	42	0
cell338	0	43	22	26	48	0	47	0	46	0	41	8	62	0	52	0	51	0	51	0	49	0	41	0	49	0	56	0	40	10
cell339	1	50	11	39	49	0	43	0	51	1	42	0	42	0	44	0	42	0	42	2	45	1	55	0	52	0	50	0	46	0
cell340	0	55	10	35	54	0	54	4	14	25	43	0	51	0	54	0	61	0	53	0	51	6	49	0	38	0	52	0	40	0
cell341	0	49	10	47	63	0	46	0	47	12	47	1	43	1	49	1	47	0	52	1	37	11	42	0	56	3	44	0	50	0
cell342	0	55	42	1	15	41	48	7	43	1	50	0	40	0	55	0	43	1	42	1	45	3	48	0	43	0	41	0	52	0
cell343	0	57	0	47	39	0	42	0	10	30	45	0	46	2	58	0	48	0	43	0	48	9	37	0	45	0	50	1	55	0
cell344	0	43	40	0	48	0	61	0	41	0	51	0	54	0	45	2	54	0	47	1	48	0	49	0	52	5	51	0	47	0
cell345	4	46	45	5	50	0	45	0	44	0	32	8	33	0	53	1	62	0	50	0	44	0	49	1	52	0	45	0	42	0
cell346	2	35	21	36	27	0	40	7	43	0	21	15	40	12	45	0	48	0	57	0	55	0	53	0	50	3	59	0	42	0
cell347	0	40	9	36	50	2	56	0	20	19	52	0	48	0	48	0	38	0	47	2	28	32	55	0	48	0	33	28	49	0
cell348	0	52	34	13	48	0	35	10	45	0	15	41	48	0	43	1	68	0	23	17	40	1	46	1	48	0	52	0	42	0
cell349	4	54	16	17	54	0	34	22	58	1	33	11	55	0	37	0	46	4	55	0	53	0	50	0	51	0	50	0	35	0
cell350	0	48	24	28	42	1	47	1	46	0	39	7	54	0	50	2	62	0	53	0	55	1	50	0	43	0	52	0	48	0
cell351	0	61	27	19	61	0	28	20	57	0	42	3	50	4	56	0	41	6	55	0	44	0	56	0	49	2	52	1	51	0
cell352	0	34	29	37	52	0	52	0	59	0	53	0	47	0	54	0	50	3	48	0	47	0	62	0	45	0	52	0	47	0
cell353	0	51	4	44	53	0	43	1	28	20	42	0	47	0	55	0	43	0	48	0	24	28	47	0	51	1	44	6	54	2
cell354	3	44	16	33	50	0	56	0	22	16	46	0	51	0	62	0	56	0	56	0	39	5	55	0	57	0	51	0	47	1
cell355	4	48	8	34	45	2	43	7	69	1	47	5	58	0	51	1	38	0	61	0	58	0	57	0	41	0	49	0	53	1
cell356	0	60	60	0	22	37	52	0	44	0	63	1	43	0	53	0	49	1	42	2	61	0	60	0	47	0	47	0	47	1
cell357	0	46	40	0	40	2	40	0	67	0	58	0	54	0	46	1	45	0	51	0	43	0	44	0	50	0	56	0	66	0
cell358	0	50	42	12	64	0	45	0	50	12	44	0	51	2	39	0	53	3	46	0	55	0	42	0	47	0	56	0	60	0
cell359	0	50	50	11	43	0	35	4	48	1	20	32	40	8	38	0	36	1	51	0	53	0	35	0	34	18	57	0	51	0
cell360	0	57	50	0	55	0	51	0	65	0	51	0	39	0	56	0	41	0	64	0	52	0	47	3	57	0	56	0	56	0
cell361	0	42	45	0	50	0	49	0	59	0	44	0	50	0	48	0	54	0	52	1	56	0	43	0	55	0	52	0	55	0
cell362	0	50	45	12	51	1	54	0	48	0	25	34	39	0	50	3	58	0	48	0	50	2	56	0	54	0	53	0	43	0
cell363	0	52	52	0	18	33	57	0	45	1	33	0	41	0	51	0	54	1	40	2	44	0	48	0	54	2	40	5	49	0
cell364	1	48	18	21	51	0	53	0	65	1	43	19	48	0	50	0	54	0	52	0	40	0	54	0	35	0	53	0	23	19
cell365	0	52	7	54	41	0	47	0	15	41	53	0	56	0	52	0	45	0	46	0	17	22	58	0	48	0	42	2	54	0
cell366	0	48	15	18	50	0	45	0	57	2	34	12	52	0	58	0	42	10	53	1	58	1	51	0	50	0	63	1	23	21
cell367	4	45	2	46	49	0	49	0	27	31	42	0	54	0	45	0	48	0	44	0	27	22	59	0	44	4	39	7	52	0
cell368	9	44	46	0	21	25	48	0	45	0	52	0	54	0	44	1	52	0	58	0	48	0	51	0	32	0	52	0	44	0
cell369	13	46	41	1	3	44	44	0	62	0	54	0	50	0	55	0	53	0	59	2	46	0	52	0	49	0	49	7	50	0
cell370	4	52	60	4	56	0	54	3	42	0	30	24	54	3	47	0	56	0	41	5	61	0	41	0	48	0	52	0	44	0
cell371	0	48	16	31	37	0	18	24	48	0	34	18	46	0	54	0	56	0	30	7	53	0	37	1	43	0	59	4	36	1
cell372	1	59	28	21	49	3	36	0	44	0	42	18	56	1	54	0	52	0	44	2	60	0	55	2	42	6	33	0	47	0
cell373	0	45	21	29	40	2	12	36	46	0	42	7	38	3	31	0	43	1	59	0	60	0	48	0	45	0	43	0	38	4
cell374	7	45	40	0	32	24	47	0	37	0	54	0	56	0	47	0	58	0	55	0	45	2	61	0	51	0	56	0	51	0
cell375	0	52	51	0	34	17	43	2	34	0	48	0	50	0	63	0	13	37	47	0	56	1	40	0	44	0	49	0	78	0
cell376	0	50	39	3	2	44	63	1	55	0	51	0	51	0	51	0	35	9	61	0	53	1	41	0	47	0	42	0	40	3
cell377	0	44	47	6	43	0	37	4	46	1	26	31	60	0	56	0	45	0	36	23	38	0	45	0	43	0	51	0	45	0
cell378	6	50	49	0	47	5	42	0	40	0	68	0	61	0	52	0	14	35	59	1	35	8	43	0	53	1	54	0	48	1
cell379	0	60	26	23	58	0	43	2	56	0	31	20	38	6	48	0	47	0	49	0	52	0	45	0	48	7	45	0	50	0
cell380	0	62	33	12	57	0	65	0	42	0	35	21	46	1	41	0	44	0	49	1	38	1	54	0	42	0	43	2	42	5
cell381	0	49	56	0	45	1	59	0	62	1	38	0	54	1	46	0	47	0	58	0	50	0	45	0	49	0	61	0	54	0
cell382	0	54	51	7	54	0	53	0	55	0	22	23	44	0	42	0	55	0	39	0	56	0	31	0	41	0	58	0	36	0
cell383	0	51	28	27	56	0	59	1	50	1	27	8	61	0	41	12	45	0	49	0	47	1	40	0	42	0	51	0	56	0
cell384	0	56	38	10	51	0	52	0	64	0	21	27	53	0	44	1	60	0	56	0	52	0	41	0	41	0	48	0	31	27
cell385	1	49	17	28	48	0	61	6	46	3	39	0	44	0	48	0	44	0	50	0	44	0	54	6	43	0	43	4	38	0
cell386	0	60	4	42	44	0	47	6	37	0	35	12	42	16	47	0	51	0	48	0	45	0	47	0	48	5	53	0	49	0
cell387	1	54	32	16	53	0	56	1	52	0	30	16	60	0	42	0	62	0	58	0	48	0	53	0	46	0	48	1	34	7
cell388	0	50	57	9	51	0	39	0	39	0	57	17	48	0	45	0	54	0	48	3	49	0	50	0	44	2	46	0	36	17
cell389	0	50	53	6	42	0	48	0	48	0	13	46	49	0	39	21	59	0	51	0	52	2	54	0	42	0	48	0	43	0
cell390	0	52	9	45	37	1	54	0	20	26	38	0	55	0	52	1	60	0	46	0	52	0	46	0	51	0	50	0	33	7
cell391	0	49	47	4	56	0	57	0	39	0	9	48	50	0	47	0	64	0	63	0	54	0	51	0	52	0	45	0	34	19
cell392	0	57	39	10	46	2	49	2	53	0	11	29	49	0	50	0	53	0	32	12	43	1	44	0	49	2	67	0	41	0
cell393	0	54	33	14	50	0	54	0	38	0	20	41	57	0	35	16	50	0	47	0	41	0	39	0	38	0	61	0	46	1
cell394	1	61	47	0	59	10	48	0	45	0	52	3	55	1	48	0	35	25	59	0	47	0	60	0	44	0	56	0	61	0
cell395	0	35	28	20	38	0	48	0	35	25	51	0	36	0	43	0	42	0	61	3	35	17	60	0	46	0	52	10	48	0
cell396	1	57	13	35	43	0	34	13	45	0	34	12	47	13	55	0	55	2	46	2	55	0	33	1	42	2	46	1	45	1
cell397	0	47	59	3	47	0	49	3	41	0	29	16	41	0	60	0	44	0	47	0	60	0	50	0	56	0	49	0	56	2
cell398	2	50	16	27	57	0	38	0	43	0	38	14	33	0	38	0	61	0	52	0	60	0	52	3	57	0	52	0	47	0
cell399	0	53	21	36	61	0	68	0	17	32	47	0	43	0	52	1	60	2	57	1	21	18	52	0	46	0	35	15	55	0
cell400	0	46	21	29	48	0	51	2	62	0	40	0	62	0	46	0	55	2	43	1	53	0	43	0	49	4	51	0	58	1
cell401	0	49	49	10	62	0	48	0	50	1	52	0	43	0	51	0	50	0	32	0	51	0	51	0	35	0	59	0	51	0
cell402	0	49	33	11	46	0	59	0	42	0	3	48	48	0	48	1	53	0	46	0	52	0	49	0	58	0	47	0	59	2
cell403	0	54	19	36	59	0	47	6	53	0	21	25	47	1	49	0	50	0	49	8	55	0	48	0	38	10	58	3	56	0
cell404	0	47	13	29	53	0	43	0	7	38	45	2	49	0	54	0	48	2	57	0	18	41	54	0	48	0	41	3	53	0
cell405	1	40	36	14	49	0	51	0	47	0	7	33	48	0	56	0	56	0	30	15	57	0	45	9	53	0	65	0	51	0
cell406	1	60	46	11	38	0	43	1	42	0	16	26	46	8	40	0	47	0	53	0	56	0	53	0	47	1	43	0	51	0
cell407	0	43	35	24	55	2	39	0	40	7	50	0	37	0	51	0	47	0	52	1	57	0	59	0	47	1	53	0	50	0
cell408	0	35	31	11	53	1	47	2	55	5	34	13	54	1	42	0	51	0	50	0	59	0	41	0	58	0	50	1	28	5
cell409	1	50	26	21	45	0	25	28	45	0	46	11	53	11	44	0	55	2	48	8	51	0	45	3	53	0	53	0	52	0
cell410	0	59	48	1	39	16	41	0	42	0	48	0	49	6	54	0	44	0	35	3	54	0	48	0	61	3	45	0	47	0
cell411	1	46	14	31	46	0	43	0	37	11	50	0	46	0	45	0	48	0	38	0	55	1	52	0	54	0	56	0	40	0
cell412	0	54	20	26	46	1	54	4	42	0	39	18	26	26	43	0	54	0	43	1	50	0	41	0	63	0	44	0	52	0
cell413	0	65	11	32	50	0	55	0	20	33	57	0	52	0	53	1	44	0	46	0	39	6	41	0	52	1	57	0	40	0
cell414	1	55	30	26	52	0	44	0	53	0	18	32	51	0	54	0	54	0	40	0	57	0	58	2	49	0	56	0	51	2
cell415	2	42	47	0	50	0	39	1	56	0	35	0	50	0	68	1	50	0	55	0	58	0	46	0	48	1	58	0	42	0
cell416	0	41	54	0	45	3	66	0	55	0	48	1	68	0	40	0	51	0	49	0	47	0	46	0	54	0	44	3	42	1
cell417	0	54	20	32	46	2	51	0	7	36	51	0	46	0	57	0	45	0	48	0	37	12	58	0	47	0	49	0	44	0
cell418	0	54	25	23	35	0	47	15	60	0	27	24	38	9	49	0	58	0	46	3	56	0	52	0	49	1	49	1	55	0
cell419	1	46	43	14	49	0	44	1	43	0	39	7	57	5	54	0	54	1	63	0	42	0	50	0	48	3	46	0	50	0
cell420	0	48	21	27	53	0	44	12	54	0	15	28	53	0	34	0	46	0	42	0	46	0	46	0	47	0	45	0	42	1
cell421	0	62	22	30	44	0	22	29	54	1	22	34	40	0	59	0	44	0	47	0	52	0	38	0	41	2	46	0	51	0
cell422	0	43	31	15	51	0	52	0	37	0	38	2	50	1	56	0	48	0	53	0	48	8	58	3	53	0	45	0	37	0
cell423	0	49	32	20	46	0	25	3	49	0	19	15	44	0	50	0	51	0	53	0	37	0	43	0	57	0	39	1	58	0
cell424	0	55	24	23	52	0	16	37	59	0	41	3	47	0	53	0	38	5	47	0	51	0	46	0	55	0	65	0	40	0
cell425	0	53	58	1	73	0	35	0	66	0	48	1	43	0	43	1	54	0	48	2	41	0	47	0	59	0	36	0	50	5
cell426	0	41	42	1	32	6	58	0	38	0	55	0	56	0	47	0	27	20	40	0	40	2	45	4	48	0	46	0	58	0
cell427	0	38	17	37	48	0	26	25	49	0	28	16	51	0	47	3	52	0	47	0	43	0	51	0	40	8	52	0	42	0
cell428	0	51	16	22	41	1	43	0	47	0	46	6	60	0	45	0	35	9	41	0	52	1	56	0	53	0	50	0	62	0
cell429	0	57	35	1	25	27	52	0	38	1	48	0	46	0	51	0	45	1	58	3	48	0	55	0	54	0	48	0	50	0
cell430	0	51	40	7	52	0	45	6	49	0	12	24	41	0	49	0	53	2	49	0	55	0	45	1	32	3	58	1	57	0
