	mut10	mut10	mut1	mut1	mut2	mut2	mut3	mut3	mut4	mut4	mut5	mut5	mut6	mut6	mut7	mut7	mut8	mut8	mut9	mut9
cell315	0	71	29	18	21	29	48	0	36	11	55	0	51	0	52	0	57	0	46	6
cell316	0	42	24	25	54	0	47	0	62	0	51	0	44	8	52	0	53	0	31	0
cell317	7	43	41	14	49	0	51	0	63	0	39	0	27	23	15	21	54	0	56	9
cell318	1	43	45	7	46	1	47	0	44	0	49	0	49	5	41	15	36	21	44	0
cell319	0	49	41	20	49	0	38	4	46	0	56	0	29	13	32	12	38	5	45	0
cell320	0	45	0	52	24	35	52	0	52	4	41	0	57	0	36	2	41	0	46	0
cell321	0	35	25	35	57	0	55	2	42	0	53	5	54	7	53	6	59	0	61	0
cell322	0	48	51	8	57	1	55	0	56	1	41	0	21	21	35	22	47	0	52	0
cell323	1	53	1	51	18	25	53	0	52	5	43	0	43	0	50	0	63	1	46	0
cell324	0	43	45	0	46	0	67	1	45	0	49	0	57	0	41	0	57	0	41	0
cell325	0	46	39	5	52	0	45	0	39	0	65	0	23	32	48	3	62	0	32	6
cell326	0	60	28	21	44	0	33	26	51	0	52	0	38	0	48	6	46	1	40	0
cell327	0	54	24	17	46	0	42	1	55	1	28	26	46	9	49	0	54	0	43	0
cell328	0	49	2	54	41	10	53	1	44	0	46	0	43	0	51	0	54	0	54	0
cell329	0	47	47	3	47	2	54	0	43	0	49	0	51	1	53	0	54	0	47	0
cell330	0	45	29	16	40	6	39	0	53	0	56	3	52	1	63	0	56	0	52	0
cell331	0	70	14	43	16	35	64	0	20	21	46	3	38	2	65	1	56	2	46	0
cell332	0	58	27	17	49	0	45	12	41	1	43	0	42	0	28	13	43	5	44	0
cell333	0	46	30	30	47	0	61	13	46	0	50	1	31	17	24	18	44	3	45	3
cell334	2	42	4	48	47	0	50	0	51	1	67	0	39	0	51	6	53	0	48	0
cell335	0	43	4	48	50	0	48	0	41	0	41	0	44	11	41	1	53	0	37	15
cell336	0	51	16	31	36	8	49	0	50	10	45	2	45	13	54	0	46	0	43	1
cell337	2	54	22	27	53	0	31	10	36	0	50	1	45	11	44	0	50	0	56	5
cell338	0	58	28	23	52	1	49	11	48	0	38	0	36	15	37	20	31	20	57	0
cell339	5	51	4	55	49	2	30	1	48	0	45	0	45	3	49	0	47	0	58	0
cell340	0	49	16	33	50	0	46	0	41	0	34	1	41	0	40	1	52	2	58	0
cell341	0	66	20	20	52	0	41	0	47	0	47	4	20	28	43	0	44	0	52	0
cell342	0	31	44	6	38	0	38	4	53	0	51	0	11	34	42	5	51	0	58	0
cell343	0	35	24	30	50	0	53	0	41	0	56	2	61	2	50	2	59	0	44	0
cell344	0	62	24	28	38	3	39	1	38	3	40	0	57	4	14	36	50	2	51	6
cell345	0	48	52	2	48	0	49	1	46	0	48	1	29	19	29	12	53	0	60	0
cell346	0	51	7	37	51	0	55	2	51	0	77	0	50	0	47	9	37	0	49	0
cell347	0	67	25	20	42	0	51	3	54	0	50	2	43	9	50	0	57	1	42	0
cell348	0	58	21	19	40	1	48	7	53	0	37	1	30	17	40	9	64	0	50	0
cell349	0	50	33	7	42	1	52	0	60	0	58	0	22	24	42	1	53	2	43	9
cell350	1	52	54	0	51	0	34	0	49	0	51	0	50	0	41	1	53	0	55	0
cell351	0	42	21	7	43	6	57	1	36	0	51	0	21	22	46	6	45	5	38	2
cell352	0	55	52	0	43	0	58	0	61	0	61	0	67	0	41	0	48	0	44	0
cell353	0	59	49	12	48	0	44	0	28	0	49	0	17	37	46	7	53	3	52	1
cell354	0	48	37	24	39	7	45	3	44	0	33	0	56	0	49	0	54	0	42	1
cell355	0	46	22	27	52	0	41	0	37	0	51	0	51	5	45	11	54	0	63	0
cell356	0	51	27	21	38	17	53	0	61	0	49	0	53	0	38	0	48	0	51	0
cell357	1	41	7	40	49	0	46	0	39	0	25	28	64	2	49	0	40	0	57	0
cell358	0	70	18	36	50	1	44	0	59	0	20	30	36	9	54	2	39	1	46	0
cell359	0	50	49	3	46	0	52	0	61	0	57	0	15	30	52	0	41	0	43	0
cell360	1	60	23	29	35	29	51	0	42	0	57	0	37	0	44	1	52	0	62	0
cell361	0	46	20	23	58	0	58	0	47	0	52	2	48	1	28	17	52	0	43	7
cell362	0	47	49	0	40	0	55	0	46	0	45	0	51	0	40	0	52	0	52	1
cell363	0	51	25	11	43	0	45	0	54	0	38	0	43	4	56	0	47	1	52	0
cell364	0	49	17	26	42	0	41	0	54	0	39	0	38	7	41	0	52	0	53	0
cell365	0	58	16	41	20	28	38	0	51	1	45	0	59	0	50	0	44	2	54	0
cell366	0	36	27	27	57	0	53	0	53	0	57	0	48	0	39	0	47	0	69	0
cell367	0	49	4	46	13	39	47	0	21	24	49	0	53	0	56	0	43	0	42	0
cell368	1	62	3	52	21	34	39	0	44	0	41	0	49	0	53	0	52	0	41	1
cell369	0	41	27	17	37	0	40	1	54	0	43	1	54	5	24	11	46	0	38	15
cell370	0	47	9	35	41	16	62	0	44	10	52	0	59	0	46	0	47	0	49	0
cell371	1	48	57	0	53	0	56	0	49	0	49	0	52	0	59	0	43	0	46	1
cell372	0	44	27	22	46	0	53	2	51	1	57	0	54	3	24	25	56	0	40	1
cell373	0	52	57	0	48	0	50	0	49	0	58	1	58	0	43	1	54	0	62	0
cell374	6	43	32	20	55	0	43	0	53	0	56	0	38	10	47	5	39	0	38	0
cell375	0	49	46	8	53	0	48	1	55	0	52	0	35	12	47	7	55	0	48	5
cell376	0	50	25	16	45	5	44	0	54	0	51	3	58	0	58	0	55	0	44	0
cell377	2	60	4	43	25	23	48	0	44	4	49	0	49	0	48	1	45	0	52	0
cell378	1	38	35	16	47	0	42	13	55	0	47	0	40	17	29	14	46	7	57	0
cell379	1	46	26	22	55	0	31	15	53	0	52	4	50	3	38	9	40	0	70	5
cell380	0	51	42	4	50	0	41	2	51	0	50	0	45	0	46	0	50	0	44	0
cell381	1	57	42	18	40	0	51	1	47	1	42	0	31	24	36	27	49	0	56	3
cell382	0	59	46	0	60	0	49	0	54	0	48	0	52	0	45	0	45	0	42	2
cell383	0	59	43	1	33	0	49	0	67	0	45	0	43	0	60	1	45	0	64	0
cell384	0	50	2	52	20	21	55	0	39	0	53	3	56	0	39	0	33	4	55	0
cell385	0	46	34	6	42	1	48	1	46	4	40	1	26	15	40	10	37	0	33	4
cell386	3	37	37	8	40	0	54	0	54	0	46	0	29	27	43	1	58	0	41	4
cell387	1	44	58	0	42	0	57	0	46	0	50	0	51	0	46	0	54	0	48	0
cell388	1	34	44	18	51	0	39	10	51	0	53	0	11	39	44	19	47	3	65	0
cell389	0	49	9	42	20	26	50	0	38	9	67	0	52	0	70	0	56	0	27	0
cell390	0	47	58	0	58	1	34	5	39	0	39	0	44	0	47	0	43	0	47	1
cell391	3	47	22	22	63	0	59	0	54	0	52	1	33	7	49	0	42	0	64	0
cell392	0	57	47	0	59	0	46	1	45	0	43	0	48	0	58	1	51	0	48	0
cell393	0	50	21	42	45	2	36	2	47	0	54	0	54	7	62	0	64	0	50	0
cell394	0	55	25	26	42	0	60	1	50	4	43	6	19	22	61	0	44	0	51	0
cell395	0	44	34	13	43	0	45	9	52	0	59	0	33	23	28	4	47	0	47	0
cell396	0	45	33	14	54	1	56	0	46	0	48	0	22	22	28	13	44	0	43	2
cell397	0	47	18	22	63	0	69	0	50	0	40	0	42	7	55	2	48	0	26	36
cell398	1	57	56	0	50	0	48	0	52	0	53	0	42	0	43	0	54	0	49	0
cell399	0	47	39	8	60	1	48	0	43	2	65	0	32	5	50	3	47	0	47	0
cell400	0	39	43	14	44	1	45	3	61	0	50	0	46	13	29	12	36	17	47	0
cell401	0	47	32	11	39	3	33	0	49	0	50	4	42	3	44	1	48	0	52	3
cell402	0	38	17	26	45	0	47	0	50	0	52	0	51	3	35	4	54	0	34	1
cell403	2	52	15	29	54	1	38	0	49	5	40	6	50	2	47	0	46	0	50	0
cell404	0	52	16	29	44	1	55	0	62	0	30	18	32	24	50	0	57	0	46	0
cell405	0	57	12	31	41	0	50	0	68	0	46	0	47	0	46	0	56	0	46	0
cell406	0	51	32	23	56	0	45	10	56	0	54	0	45	3	33	31	23	39	32	13
cell407	1	55	46	0	48	1	54	0	47	0	47	2	48	0	56	0	60	0	55	0
cell408	0	52	23	39	56	0	44	0	51	0	48	1	42	5	47	1	56	0	42	13
cell409	0	43	36	17	35	1	50	6	49	0	49	10	42	0	22	25	27	20	39	1
cell410	0	48	25	16	50	0	40	0	38	0	53	0	47	4	32	2	54	0	63	0
cell411	0	60	20	25	27	37	57	0	41	12	58	0	51	0	50	6	55	0	51	0
cell412	1	38	26	16	53	0	53	1	54	0	57	0	47	6	55	3	47	0	25	14
cell413	0	56	32	19	45	0	41	0	46	0	58	2	30	16	46	10	52	0	44	7
cell414	1	46	24	24	47	0	32	13	50	0	50	0	16	37	39	8	48	0	57	0
cell415	1	62	18	42	45	0	43	0	40	0	37	16	35	0	53	0	51	3	47	0
cell416	0	45	31	9	54	5	41	11	38	0	52	0	46	5	23	15	36	10	51	0
cell417	0	47	44	2	50	0	42	8	53	1	51	0	44	2	43	0	44	0	40	0
cell418	0	44	47	15	40	1	56	1	47	0	52	0	39	11	30	25	44	0	59	0
cell419	0	46	50	10	55	0	51	1	43	0	49	0	50	1	34	7	33	8	58	0
cell420	0	40	31	19	50	1	40	2	54	5	45	0	23	24	53	0	52	0	52	0
cell421	0	56	44	4	44	0	32	6	46	0	51	0	48	0	44	21	39	1	39	0
cell422	4	47	31	25	48	0	38	0	50	0	49	0	41	8	54	1	53	0	60	2
cell423	0	49	12	37	28	31	49	1	54	0	48	0	61	2	50	0	42	0	54	0
cell424	0	40	19	38	32	20	54	0	30	10	52	0	50	0	54	0	55	0	64	0
cell425	0	54	42	20	48	0	51	7	55	0	41	0	35	9	35	19	46	17	54	0
cell426	0	42	9	44	43	9	48	0	54	2	46	0	44	0	57	0	48	0	42	0
cell427	0	47	34	19	42	0	38	6	46	0	37	5	44	9	37	1	44	0	50	0
cell428	0	46	38	0	51	4	45	1	47	1	46	0	50	0	59	3	55	0	49	0
cell429	0	51	34	17	36	17	53	0	52	0	50	0	51	0	54	0	57	0	49	0
cell430	1	47	18	28	44	0	52	0	52	1	41	0	47	15	28	10	46	0	51	0
cell431	0	40	33	6	36	0	60	0	49	0	49	8	25	25	38	16	56	1	46	0
cell432	1	49	7	44	42	3	46	0	51	1	51	1	52	0	35	7	58	1	46	2
cell433	0	56	25	26	28	11	47	0	47	5	49	0	58	0	64	0	46	0	50	1
cell434	0	50	42	21	62	0	47	0	45	3	47	0	49	0	60	0	60	0	41	1
cell435	0	44	30	11	54	0	51	0	52	0	47	0	26	23	51	7	47	0	36	10
cell436	0	43	35	24	49	0	63	0	50	0	38	0	46	2	33	14	35	9	43	6
cell437	0	42	12	26	45	2	63	0	60	1	64	1	57	0	36	0	56	0	48	0
cell438	0	64	46	0	55	0	48	2	58	0	42	0	51	0	51	0	44	0	51	0
cell439	2	47	38	9	48	0	48	0	54	0	50	0	31	22	33	9	43	4	46	0
cell440	0	46	57	0	52	1	39	0	46	0	50	0	51	0	55	0	50	0	56	0
cell441	0	39	2	50	37	20	60	0	43	8	47	0	49	1	49	0	43	0	58	3
cell442	3	54	52	0	51	0	57	0	55	0	60	0	44	0	51	0	49	0	43	0
cell443	5	60	29	14	37	0	59	1	37	0	54	3	14	48	51	0	50	0	44	0
cell444	0	40	23	30	9	30	46	0	43	10	53	0	40	0	56	0	46	0	59	0
cell445	0	46	26	28	49	1	43	0	50	0	48	4	37	8	60	0	63	0	55	0
cell446	0	57	15	24	46	0	40	3	53	1	51	0	31	16	52	0	63	0	60	0
cell447	0	39	51	0	36	1	53	1	53	5	40	0	50	0	61	0	43	0	45	1
cell448	0	42	22	25	40	0	50	1	60	0	43	0	54	0	40	0	53	3	34	0
cell449	0	56	13	24	53	0	51	5	55	0	43	0	50	1	43	11	53	0	49	2
cell450	0	51	11	45	48	1	58	0	59	0	50	0	52	0	48	0	57	0	55	0
cell451	0	43	16	27	53	0	30	23	48	0	64	1	56	4	41	2	46	1	39	0
cell452	0	56	21	40	53	0	50	0	47	0	55	0	31	23	27	14	54	2	53	11
cell453	1	64	0	50	10	37	59	0	51	10	48	0	54	0	53	0	57	0	48	0
cell454	0	46	27	23	41	0	40	4	47	0	40	0	33	25	36	12	53	2	60	0
cell455	0	45	50	9	45	0	43	0	60	0	47	0	53	0	42	0	50	0	41	10
cell456	2	45	12	31	51	0	50	0	53	0	34	0	57	0	53	0	43	3	51	0
cell457	0	58	45	0	58	4	40	0	52	0	38	0	64	0	56	0	58	2	59	0
cell458	0	49	44	19	51	6	31	0	48	0	29	17	31	26	50	0	43	0	61	0
cell459	0	59	30	7	39	0	48	6	52	0	46	0	47	10	45	14	48	5	51	0
cell460	4	52	8	50	28	19	49	0	33	21	56	1	48	0	51	0	44	0	43	0
cell461	0	41	42	9	49	0	42	6	43	0	49	0	20	28	42	11	47	0	41	0
cell462	0	62	45	10	54	0	49	6	48	1	44	0	44	1	44	4	49	0	55	0
cell463	0	44	50	1	55	0	54	0	54	0	48	0	11	39	39	1	41	2	55	0
cell464	0	28	23	25	42	3	47	0	52	0	53	0	42	0	48	0	38	0	40	0
cell465	2	59	30	5	59	0	32	10	34	2	41	0	49	4	37	15	27	17	53	0
cell466	7	44	20	31	45	0	42	0	49	0	47	0	33	20	51	0	61	0	55	0
cell467	0	48	38	5	50	0	57	0	49	0	58	0	35	3	22	29	43	0	51	0
cell468	0	39	54	3	54	0	54	0	37	0	46	3	27	18	35	12	55	0	40	1
cell469	1	57	31	13	45	0	56	0	47	1	48	0	31	23	50	0	61	0	48	1
cell470	1	47	2	53	43	1	47	0	59	0	56	0	34	0	56	6	56	0	51	1
cell471	1	62	36	25	49	0	40	13	50	0	54	0	35	0	49	3	55	4	56	0
cell472	1	51	51	0	42	0	52	1	48	0	52	0	48	0	42	0	41	2	44	0
cell473	0	55	12	33	48	1	17	30	49	1	47	0	43	2	47	10	51	2	35	0
cell474	0	51	40	15	50	0	41	4	57	0	46	0	36	1	31	25	50	0	46	0
cell475	0	47	36	16	60	3	50	0	47	0	44	2	22	30	53	0	62	0	43	2
cell476	0	58	18	33	57	0	33	11	53	0	34	0	40	22	36	4	40	2	53	1
cell477	0	55	17	51	47	0	54	3	45	0	47	0	39	0	47	0	45	0	50	0
cell478	0	48	28	27	51	0	45	4	35	0	46	0	51	0	47	0	48	0	49	0
cell479	8	42	35	15	44	0	58	0	43	7	46	0	42	13	57	0	41	4	43	1
cell480	0	50	16	33	54	0	45	1	48	0	53	0	53	3	65	0	54	0	37	0
cell481	0	61	43	3	48	3	49	0	63	0	53	3	37	13	24	20	47	1	45	0
cell482	1	52	18	45	14	27	40	1	42	11	39	0	46	0	52	2	74	0	41	0
cell483	2	47	19	36	59	0	49	0	38	8	44	6	38	6	47	3	43	4	40	6
cell484	1	43	21	28	52	0	49	10	60	0	48	0	48	0	49	3	51	6	50	0
cell485	4	38	25	28	27	16	38	0	46	6	42	0	36	0	43	0	46	0	55	0
cell486	0	51	32	21	48	0	51	1	47	0	34	0	48	3	39	6	53	0	54	0
cell487	0	62	42	4	38	0	56	0	40	0	49	1	19	27	53	7	58	0	38	0
cell488	0	34	32	22	48	2	47	1	37	1	47	0	35	23	49	0	52	0	49	11
cell489	0	51	21	35	62	1	58	0	52	0	54	0	53	4	20	21	55	0	45	1
cell490	0	48	21	34	47	0	42	0	49	0	45	0	33	6	49	2	51	0	49	0
cell491	0	49	43	15	46	0	42	0	61	0	63	0	46	12	46	4	46	0	42	7
cell492	0	57	54	4	44	0	44	4	52	0	45	2	45	7	25	29	49	3	55	0
cell493	0	58	19	30	22	16	53	0	33	24	52	1	43	0	45	0	54	0	57	0
cell494	0	49	28	19	62	0	57	0	49	5	57	1	20	29	56	4	61	0	40	6
cell495	0	40	33	15	48	0	57	1	51	0	51	0	23	28	47	4	60	0	47	5
cell496	0	60	39	22	51	0	51	0	50	0	47	1	31	21	49	1	39	4	50	8
cell497	0	56	29	13	65	0	41	0	46	0	40	7	16	29	50	0	50	3	40	3
cell498	0	54	19	21	42	0	64	0	52	0	45	0	42	7	45	13	50	0	30	19
cell499	0	45	5	48	61	0	47	0	49	0	39	0	52	0	36	3	46	0	58	0
cell500	1	46	38	12	50	0	47	0	53	0	47	0	11	36	22	19	46	0	55	0
