	mut15	mut15	mut1	mut1	mut2	mut2	mut3	mut3	mut4	mut4	mut5	mut5	mut6	mut6	mut7	mut7	mut8	mut8	mut9	mut9	mut10	mut10	mut11	mut11	mut12	mut12	mut13	mut13	mut14	mut14
cell215	0	50	18	23	54	0	49	0	35	0	56	0	55	0	49	0	54	2	49	0	49	9	56	0	50	0	48	2	56	0
cell216	0	32	47	0	47	0	48	0	50	0	14	37	25	31	60	0	51	0	41	0	42	0	55	0	46	0	66	0	53	2
cell217	0	50	37	0	48	4	40	0	46	0	7	47	29	26	40	0	51	0	52	0	54	3	49	6	46	0	47	0	57	0
cell218	0	52	50	0	47	0	46	1	53	0	3	52	35	25	50	0	50	0	47	0	34	4	42	0	48	0	57	1	44	0
cell219	0	58	13	39	20	44	36	18	50	6	38	0	64	3	45	0	57	0	49	0	58	0	48	1	65	0	37	0	61	0
cell220	0	45	22	35	24	19	51	4	36	0	53	0	51	0	55	0	43	0	37	0	52	0	36	0	41	0	53	0	57	0
cell221	0	37	50	0	51	1	52	0	47	0	2	46	17	31	63	0	44	0	50	0	56	6	37	18	48	9	35	0	57	1
cell222	0	43	63	2	50	1	47	6	46	0	9	41	11	28	46	4	58	0	62	0	49	2	41	0	53	1	43	0	45	2
cell223	0	45	45	1	62	0	50	1	56	0	1	59	32	12	33	21	62	0	47	2	45	0	55	1	57	1	47	0	51	0
cell224	0	45	25	36	40	0	45	6	32	0	48	0	51	0	49	0	51	2	42	0	44	0	58	0	59	0	24	21	55	0
cell225	0	72	44	0	54	0	47	1	47	0	19	31	35	12	55	0	53	1	38	0	56	0	27	9	51	0	52	0	55	0
cell226	0	44	45	0	42	0	50	3	52	0	32	13	43	1	46	0	50	3	46	0	39	1	36	0	45	0	56	0	40	0
cell227	0	44	53	0	57	0	44	0	49	0	9	45	51	0	51	0	44	0	48	2	43	0	21	24	16	23	44	0	47	2
cell228	0	56	46	1	65	0	52	0	49	1	2	42	37	14	57	0	46	4	59	0	58	0	39	0	51	0	45	0	54	3
cell229	3	42	35	23	32	17	48	0	49	0	47	0	33	1	55	0	44	0	36	0	46	0	58	1	46	0	52	0	50	0
cell230	0	42	46	14	48	0	52	0	66	1	52	0	45	0	53	0	53	0	49	0	41	0	48	4	48	0	53	0	55	0
cell231	0	66	63	1	66	1	62	0	47	4	7	50	33	12	52	0	47	0	66	0	59	3	26	16	38	4	52	0	52	0
cell232	0	52	16	42	47	5	46	0	47	0	47	0	60	0	53	0	48	0	50	2	53	0	60	0	45	5	45	0	43	0
cell233	0	38	48	0	55	0	36	0	44	0	5	44	38	14	11	42	54	0	52	0	64	0	50	4	37	0	43	0	56	0
cell234	0	44	15	42	20	43	24	19	39	5	54	0	46	0	52	2	41	0	59	0	45	2	42	0	52	0	45	0	56	0
cell235	0	55	44	0	57	0	46	0	44	0	2	42	51	4	30	0	36	1	50	0	47	0	35	9	59	0	42	0	55	1
cell236	0	50	43	2	45	3	39	0	34	0	14	50	36	12	55	1	57	0	63	0	54	0	39	2	37	0	52	0	42	0
cell237	0	42	39	0	62	0	65	0	42	0	16	21	35	4	21	25	38	0	48	0	61	2	49	0	46	0	57	1	52	0
cell238	0	44	62	0	64	0	48	0	56	0	15	32	6	41	49	0	49	0	55	1	47	0	41	0	60	0	53	0	45	4
cell239	0	54	48	0	52	0	46	0	43	0	51	3	58	0	43	0	52	0	52	0	53	0	46	0	48	0	51	0	46	0
cell240	0	33	27	21	38	22	67	0	53	0	67	0	52	0	49	0	46	0	37	0	44	0	45	1	41	0	50	2	64	0
cell241	0	43	12	49	53	0	51	0	39	0	44	0	45	3	51	0	58	0	52	0	38	0	52	0	56	0	48	6	42	0
cell242	5	42	2	55	17	23	28	27	42	16	51	0	51	0	40	0	50	0	45	0	40	0	45	0	43	0	46	0	50	0
cell243	0	53	45	0	48	1	50	0	60	0	14	33	24	16	48	0	49	1	48	2	59	0	58	0	60	3	51	0	56	0
cell244	2	42	38	3	57	0	42	0	56	0	71	0	51	0	55	0	49	0	40	0	32	1	55	0	50	0	38	14	61	0
cell245	0	61	42	0	43	0	49	3	54	0	19	41	18	16	59	0	52	9	49	0	49	0	42	0	55	0	53	0	53	0
cell246	1	51	55	0	47	0	51	0	38	0	4	38	38	9	38	0	46	0	41	0	40	2	48	0	61	1	66	0	43	0
cell247	0	43	44	0	43	0	49	4	41	0	20	36	29	7	40	3	41	7	47	0	50	0	49	0	59	0	58	0	49	0
cell248	0	47	39	0	53	6	55	0	53	2	8	29	64	1	62	0	40	0	44	0	45	4	23	15	56	2	57	1	47	4
cell249	6	46	53	0	58	1	43	1	54	0	15	34	48	7	44	3	43	0	47	0	43	1	24	18	31	13	43	0	57	4
cell250	0	60	3	62	4	45	26	20	23	32	45	0	55	0	46	0	62	0	51	0	53	0	54	0	56	0	57	0	52	0
cell251	1	51	4	46	54	0	72	0	65	0	44	1	46	0	48	0	40	0	33	0	48	0	47	0	43	1	39	8	49	1
cell252	1	51	59	0	37	0	55	0	71	0	13	39	52	8	46	14	53	0	33	10	44	1	64	0	43	0	46	0	47	4
cell253	0	57	17	20	31	13	46	0	67	0	45	2	60	0	33	1	65	1	48	0	36	2	51	0	40	0	48	0	52	3
cell254	1	49	35	1	37	0	40	0	52	0	19	29	15	26	43	0	47	4	58	0	46	0	52	0	48	0	52	0	48	0
cell255	1	49	1	54	13	34	24	22	45	3	50	0	61	1	58	0	44	12	54	1	68	0	49	1	43	0	49	0	54	0
cell256	2	50	26	19	21	39	43	7	40	13	50	0	48	0	55	0	55	1	56	0	40	0	59	0	57	1	37	3	47	0
cell257	0	51	43	0	53	0	63	0	43	0	42	15	55	1	42	8	70	0	46	0	47	0	44	0	68	0	52	0	46	0
cell258	0	44	53	0	45	0	47	0	41	0	60	0	34	0	47	0	45	0	67	0	49	0	58	0	54	0	51	0	66	0
cell259	0	36	2	54	14	28	33	5	46	0	44	0	59	0	39	0	53	0	59	0	54	0	62	1	55	0	46	0	45	0
cell260	0	47	9	46	32	8	42	0	57	0	60	0	46	0	43	1	48	2	38	0	39	0	56	0	49	0	58	0	48	5
cell261	4	48	3	52	28	31	51	0	64	3	37	1	37	6	44	1	40	0	47	0	49	0	53	2	48	0	40	4	55	0
cell262	0	51	12	37	21	40	31	22	54	5	50	0	51	0	53	1	56	0	58	0	50	1	46	0	45	0	53	0	44	0
cell263	0	43	44	0	37	0	45	2	58	0	21	36	22	23	39	0	62	0	37	0	54	1	57	0	51	3	49	0	53	0
cell264	0	47	14	27	36	25	32	15	51	0	45	2	43	0	52	0	42	1	50	0	50	0	39	1	47	0	59	0	46	0
cell265	0	42	50	0	48	0	60	0	52	0	12	39	51	1	41	24	47	0	59	0	23	23	50	0	47	0	46	0	49	1
cell266	0	55	55	0	46	0	49	4	44	0	22	26	54	1	51	7	60	0	48	0	46	8	66	0	55	0	43	0	62	0
cell267	0	48	45	1	43	0	48	0	50	0	42	20	51	0	29	22	50	1	53	1	57	0	52	0	53	0	56	0	50	0
cell268	0	54	44	0	40	0	59	0	46	0	8	40	53	3	51	0	37	0	40	0	47	0	50	5	47	1	51	0	61	0
cell269	0	58	45	1	47	0	49	0	58	0	5	52	45	6	56	1	50	0	48	0	41	0	47	0	45	2	51	0	53	0
cell270	0	39	3	42	9	38	10	41	34	24	56	0	50	0	54	0	51	0	53	0	51	0	56	0	49	1	40	0	46	0
cell271	0	58	56	0	41	0	44	0	56	0	9	51	40	13	55	2	53	0	43	1	50	0	47	0	58	0	41	7	42	0
cell272	2	38	39	0	41	0	36	1	47	0	10	47	24	19	52	0	46	0	57	0	53	0	49	0	42	0	38	0	58	0
cell273	0	55	52	0	41	0	47	0	44	0	5	36	40	26	54	0	75	0	49	0	55	0	48	12	46	0	35	0	35	1
cell274	2	50	47	0	55	0	47	0	61	0	13	33	24	22	49	0	50	0	48	1	41	2	42	6	43	1	74	0	45	2
cell275	0	57	47	0	59	1	43	1	46	10	37	20	36	15	42	1	46	1	51	0	42	4	49	0	48	0	45	0	47	0
cell276	1	62	23	9	43	15	35	0	59	0	44	0	52	0	47	1	56	0	53	0	42	0	49	1	54	1	59	0	63	0
cell277	0	51	3	42	26	8	47	0	50	0	47	0	29	7	60	0	52	0	47	0	45	1	56	0	54	0	48	0	56	0
cell278	0	33	1	57	37	27	34	13	53	7	40	0	54	0	50	0	55	0	46	0	53	0	56	0	45	0	38	4	56	1
cell279	0	48	13	34	10	24	49	12	47	1	46	0	43	0	51	0	51	2	42	0	58	0	46	2	51	0	48	0	50	2
cell280	0	59	48	0	52	1	53	0	63	0	27	27	34	14	49	0	39	0	43	0	45	0	60	0	45	2	47	0	41	0
cell281	0	50	20	35	30	20	33	15	53	0	55	0	59	0	43	10	44	0	55	0	56	0	46	0	57	2	53	0	52	0
cell282	2	52	45	0	31	0	53	0	65	2	16	34	41	6	37	0	61	0	46	0	44	0	61	0	66	0	53	0	55	0
cell283	0	45	16	36	40	4	42	0	46	0	53	1	56	0	48	0	43	0	49	0	56	0	46	3	59	0	46	0	51	0
cell284	0	38	41	0	50	0	56	0	38	0	2	42	21	33	40	2	51	0	43	2	47	0	52	0	48	0	54	0	42	0
cell285	0	53	58	0	50	1	48	0	48	0	18	41	27	18	39	3	50	0	48	1	53	0	50	3	45	0	38	0	50	0
cell286	0	61	60	0	44	0	40	0	43	0	50	0	48	0	47	0	49	0	38	2	47	0	42	0	56	0	55	1	57	0
cell287	0	65	43	0	53	0	44	0	48	3	14	37	45	9	33	3	45	0	48	3	44	0	46	0	57	0	49	0	37	0
cell288	0	47	53	0	55	1	48	2	49	4	14	48	38	11	30	7	43	0	53	0	47	8	56	0	50	0	44	0	50	0
cell289	1	38	51	0	42	0	37	0	59	0	2	43	43	11	57	0	60	0	46	0	53	0	33	12	44	4	39	0	46	0
cell290	4	35	54	0	43	0	52	0	56	0	44	3	58	0	45	0	52	0	53	0	60	0	39	0	59	1	46	0	56	0
cell291	0	57	44	0	51	0	51	2	65	0	10	37	44	0	55	0	51	0	48	0	42	0	46	0	53	4	55	0	52	5
cell292	2	48	41	13	42	0	53	0	40	0	44	0	59	1	48	1	51	0	41	0	60	0	42	2	45	0	35	5	52	0
cell293	0	47	1	52	21	15	43	3	55	0	55	0	55	0	53	0	71	0	59	0	55	0	50	0	51	4	47	0	46	0
cell294	0	42	64	0	51	0	53	0	57	0	19	27	15	34	47	0	55	0	64	0	50	0	36	5	41	0	52	0	45	9
cell295	0	53	60	0	46	2	57	1	55	0	1	51	39	5	30	25	49	0	46	0	38	10	46	8	46	3	43	0	39	0
cell296	0	41	51	0	52	0	51	0	45	0	0	54	45	4	49	0	49	0	52	0	49	0	47	0	50	0	61	0	42	5
cell297	0	56	45	0	48	1	52	2	51	0	14	37	60	2	32	18	58	0	50	0	54	0	54	0	48	0	47	0	57	0
cell298	5	49	38	25	24	28	48	0	40	0	43	0	44	0	39	1	61	0	43	0	52	0	48	1	42	0	55	0	47	0
cell299	0	48	51	0	54	0	53	0	44	2	22	22	43	0	44	0	42	1	43	0	56	0	37	10	43	5	43	0	63	0
cell300	0	58	57	0	52	0	51	0	43	0	58	0	40	8	45	2	49	0	57	0	46	0	44	0	47	9	50	0	51	0
cell301	0	47	56	0	43	0	49	0	50	2	3	41	55	2	27	26	46	0	44	7	54	0	48	0	46	0	49	0	47	0
cell302	0	55	1	51	17	39	51	0	47	0	54	1	62	0	50	0	47	0	46	0	46	0	52	0	47	0	49	3	38	0
cell303	0	46	18	31	43	0	55	1	46	0	38	10	53	1	50	0	41	0	45	0	61	0	46	0	55	0	36	22	55	2
cell304	0	49	46	0	42	0	49	0	56	0	29	23	58	0	52	0	66	0	50	0	53	3	51	1	44	0	46	0	42	0
cell305	0	55	44	0	56	0	64	0	58	0	27	22	39	6	29	2	22	18	57	0	57	0	45	0	64	1	49	0	45	0
cell306	1	41	12	33	16	36	36	10	27	0	50	0	41	0	58	0	50	0	45	0	49	1	61	0	40	0	51	0	46	0
cell307	1	53	52	0	46	0	62	0	43	0	8	45	27	19	46	0	55	0	48	0	49	0	33	10	41	0	54	0	51	1
cell308	0	56	25	32	54	0	43	0	55	0	46	0	41	0	42	0	37	0	46	0	33	0	54	0	55	0	61	0	45	0
cell309	0	61	47	0	51	2	48	3	50	0	19	25	26	23	47	0	51	0	44	0	44	0	47	0	51	1	54	1	35	6
cell310	0	53	37	0	54	0	62	0	46	0	21	40	43	5	30	13	49	0	38	1	41	0	47	1	56	1	56	0	42	0
cell311	2	52	49	0	43	1	52	0	37	3	10	35	51	0	52	0	45	8	57	0	52	0	40	18	49	0	50	0	44	0
cell312	0	45	4	41	31	28	33	15	49	0	52	0	54	1	38	0	53	3	49	0	50	0	57	0	42	1	47	7	63	0
cell313	0	50	50	4	49	1	51	0	47	0	1	45	41	17	42	0	29	28	36	0	61	0	58	0	38	0	57	0	45	0
cell314	0	44	45	2	46	0	43	0	47	0	3	31	41	2	22	20	59	0	44	0	28	17	33	0	45	0	55	4	48	4
cell315	0	46	14	31	51	3	51	0	47	1	42	2	41	0	57	0	39	0	61	2	59	0	53	0	42	4	44	0	49	0
cell316	0	54	63	0	44	0	48	0	57	0	5	41	49	4	56	0	48	2	44	0	50	0	49	0	44	0	42	0	53	4
cell317	0	62	15	28	16	21	59	0	55	0	47	0	49	2	49	4	47	0	52	0	40	0	58	0	43	0	57	0	62	6
cell318	0	48	52	0	50	0	40	3	46	0	21	32	25	13	52	0	50	0	43	0	48	1	51	6	51	1	58	0	37	19
cell319	0	40	4	52	55	0	47	0	34	0	59	0	49	0	50	7	50	0	56	0	49	2	47	0	50	0	11	31	53	0
cell320	0	55	19	36	34	6	49	0	49	0	53	0	65	0	47	0	47	0	46	1	57	0	55	0	67	0	54	0	49	1
cell321	0	46	52	0	49	0	52	0	56	0	23	36	32	18	54	0	50	1	46	0	50	0	53	0	44	0	46	0	46	0
cell322	4	59	46	0	41	0	59	0	46	0	51	4	39	10	37	8	46	0	49	0	53	0	51	0	48	0	62	0	43	0
cell323	2	51	53	0	46	8	52	0	55	1	6	48	44	7	54	4	53	0	38	0	64	0	60	0	67	0	49	0	42	0
cell324	0	40	10	33	44	0	45	1	54	0	56	0	52	0	56	0	49	3	44	0	56	0	42	0	51	1	19	25	47	0
cell325	0	43	34	17	46	7	45	0	58	0	48	0	59	10	37	1	56	0	40	7	41	0	40	1	56	0	39	0	58	0
cell326	0	54	58	0	50	0	43	0	43	0	46	0	50	1	43	0	44	0	53	0	50	0	53	0	49	0	40	0	51	4
cell327	0	52	63	0	54	0	50	2	48	0	21	21	46	13	46	0	51	0	41	0	52	2	52	1	43	0	41	0	41	0
cell328	0	51	2	55	12	34	11	31	37	27	38	1	39	0	53	0	44	0	55	0	43	8	52	0	63	0	42	0	53	0
cell329	0	54	54	0	53	0	52	1	58	0	4	46	44	0	23	32	34	1	42	1	47	0	53	0	47	3	47	0	71	0
cell330	1	57	47	0	51	0	46	0	65	0	20	35	45	6	43	12	47	0	45	2	40	0	39	0	57	0	56	0	62	0
cell331	0	51	3	54	49	0	46	0	50	0	42	2	38	0	45	0	35	1	65	1	48	0	45	0	43	0	16	37	58	0
cell332	0	41	10	39	24	24	34	28	42	0	38	0	44	1	54	0	48	0	43	1	60	0	55	3	44	0	52	0	55	1
cell333	0	64	50	0	40	0	48	0	39	0	3	40	39	9	42	3	60	0	40	6	64	0	59	0	58	0	57	0	50	0
cell334	0	40	5	47	42	0	47	0	42	0	42	0	43	3	50	0	42	0	55	0	51	0	44	0	50	0	42	9	48	0
cell335	0	54	52	0	55	0	57	0	46	0	0	48	38	11	54	1	56	0	43	0	45	0	56	0	38	2	46	0	35	14
cell336	1	48	51	0	37	0	48	0	52	0	41	8	49	0	48	0	39	0	45	0	61	0	38	0	47	0	33	0	51	0
cell337	0	48	4	53	31	17	50	0	52	0	59	0	43	0	57	0	50	0	49	0	51	0	45	0	42	2	54	0	45	1
cell338	0	49	34	11	54	0	58	0	38	0	50	3	54	2	49	0	37	3	42	0	51	0	52	0	57	1	44	0	47	0
cell339	0	52	40	0	54	0	63	0	53	8	0	56	37	3	44	0	35	0	41	0	49	0	7	33	45	10	40	0	61	0
cell340	0	58	2	44	6	48	20	22	42	8	39	0	38	0	55	0	44	0	42	6	56	3	46	0	59	0	49	0	54	0
cell341	1	57	27	36	42	6	58	0	57	0	38	0	42	8	53	0	39	0	50	0	56	0	34	0	63	0	56	0	47	0
cell342	0	41	56	0	40	3	52	0	48	0	33	17	31	17	47	0	44	0	42	0	44	0	58	0	50	0	52	2	47	10
cell343	0	54	49	0	61	0	55	0	64	0	47	0	48	0	55	0	59	0	55	0	45	0	51	0	49	0	52	0	53	0
cell344	0	42	52	1	49	0	63	0	61	0	47	0	38	6	53	0	48	0	42	1	59	0	49	0	53	0	49	0	49	0
cell345	1	50	44	3	51	0	46	2	50	0	16	34	40	7	70	0	63	0	62	0	45	2	22	15	53	1	53	0	63	0
cell346	0	45	53	0	49	0	50	8	46	0	35	10	30	4	61	0	45	3	52	0	44	0	39	0	58	0	57	0	54	0
cell347	0	51	6	41	24	17	41	15	58	2	62	0	65	0	44	0	54	0	44	0	43	2	54	0	57	0	38	6	57	0
cell348	0	55	14	34	58	0	46	0	51	0	46	0	65	0	47	4	49	4	36	0	59	0	61	1	51	0	25	16	54	0
cell349	0	54	64	0	73	0	51	3	43	0	12	28	27	22	52	0	50	6	43	0	47	0	56	2	50	0	57	1	52	0
cell350	0	49	43	15	46	0	37	0	44	0	40	0	61	0	48	0	51	0	50	0	49	0	60	6	34	7	29	19	44	0
cell351	1	45	43	0	53	0	56	1	53	0	19	23	41	6	45	0	49	0	51	0	57	0	48	0	53	0	51	0	43	4
cell352	0	54	34	1	48	0	40	2	63	0	18	34	10	42	52	0	50	0	43	0	43	4	38	0	45	0	53	0	46	0
cell353	6	54	1	46	13	30	53	0	42	0	43	5	52	0	55	0	39	0	55	0	54	0	54	0	57	2	44	0	60	0
cell354	0	46	48	0	48	0	41	0	40	2	0	43	24	7	57	3	52	0	59	0	39	0	43	5	45	0	37	0	57	0
cell355	1	45	1	50	12	31	42	17	57	2	44	1	49	0	54	0	45	0	50	1	65	2	43	0	59	0	56	0	50	1
cell356	0	51	37	0	56	2	50	0	31	8	20	20	41	6	46	9	67	1	45	0	39	2	56	0	44	0	59	0	49	0
cell357	0	60	51	0	42	0	43	0	55	0	14	36	52	0	55	0	37	0	44	0	44	0	11	30	38	13	44	0	50	0
cell358	3	42	51	0	59	0	39	0	65	0	17	34	46	4	47	5	48	6	58	0	50	4	45	0	42	0	51	0	49	3
cell359	0	51	52	1	44	0	52	0	45	2	22	32	43	10	44	18	41	0	42	3	45	0	60	0	53	0	41	0	53	0
cell360	0	41	45	0	53	0	38	0	42	0	43	28	45	3	52	0	50	0	42	0	49	0	53	0	67	0	65	0	42	0
cell361	1	57	53	2	64	2	54	0	51	2	42	0	44	0	51	0	43	1	57	0	41	0	37	3	47	0	53	1	44	0
cell362	0	59	51	0	47	0	45	0	46	0	2	46	49	0	48	1	60	0	55	0	53	0	46	0	62	0	53	0	51	1
cell363	0	54	59	0	55	0	41	0	50	0	17	37	44	10	55	0	41	0	54	0	55	0	46	0	58	0	35	4	42	0
cell364	0	50	1	44	41	5	50	0	57	0	50	0	34	0	64	0	50	1	42	1	52	0	52	0	40	12	62	2	48	0
cell365	0	47	15	46	10	36	30	19	59	0	51	0	47	1	42	0	51	0	40	0	44	0	54	0	55	0	51	1	52	0
cell366	0	43	45	0	61	0	63	0	53	0	6	43	33	22	52	0	47	5	50	1	59	0	39	6	47	0	58	0	22	22
cell367	0	41	59	0	48	0	42	0	58	1	48	0	52	0	35	0	48	3	47	5	46	0	44	0	49	0	54	1	41	1
cell368	0	47	52	0	45	0	50	0	54	0	25	35	52	7	10	26	56	2	48	0	41	7	50	1	45	0	50	0	48	0
cell369	0	45	52	0	64	0	51	0	44	0	19	34	27	35	42	4	51	0	60	0	42	0	58	0	44	0	50	2	57	0
cell370	0	59	21	22	37	17	58	0	49	0	42	0	45	2	53	0	41	0	47	0	58	0	42	0	45	0	56	0	49	0
cell371	0	38	52	0	42	6	52	1	62	0	10	51	27	26	56	0	50	1	44	0	70	0	56	0	63	0	49	0	49	0
cell372	0	46	45	1	67	0	58	0	57	0	18	53	42	6	30	28	59	0	56	0	36	0	39	0	46	0	49	0	56	0
cell373	0	44	18	16	42	0	63	0	59	0	52	0	41	0	39	0	50	1	48	0	52	0	55	0	58	0	40	17	61	0
cell374	0	53	46	0	39	0	57	0	41	0	2	54	11	29	48	0	45	1	56	0	55	0	41	0	51	0	45	0	28	20
cell375	0	53	29	23	48	0	36	0	55	2	49	0	52	0	57	4	55	0	53	1	43	0	46	0	48	0	55	0	49	0
cell376	0	40	40	0	45	0	47	0	61	0	6	51	51	2	26	21	38	1	43	1	53	6	45	0	53	0	44	0	57	0
cell377	1	46	45	2	46	0	55	0	51	0	10	29	34	2	38	10	39	0	47	0	41	20	55	0	38	0	60	0	55	0
cell378	0	59	0	57	9	42	28	29	57	0	46	0	46	0	42	1	60	1	50	0	48	1	65	0	46	0	60	0	53	0
cell379	0	49	56	6	54	0	54	0	55	0	24	30	35	31	38	4	48	7	38	4	48	0	47	0	52	0	44	0	49	0
cell380	0	32	33	4	46	3	51	6	39	0	48	0	57	0	49	0	53	0	50	0	43	4	62	0	50	0	55	0	52	0
cell381	0	61	35	0	58	0	54	6	55	0	4	47	51	3	28	5	42	0	50	2	53	7	46	0	42	0	40	0	43	0
cell382	1	52	53	0	61	0	51	0	53	0	24	38	34	17	43	0	50	1	46	0	54	0	40	8	41	0	53	0	48	2
cell383	0	42	6	41	28	24	35	14	56	0	45	0	52	0	45	6	39	3	43	0	52	1	41	0	30	0	46	0	53	0
cell384	0	47	1	57	15	31	25	25	49	0	38	0	44	0	59	0	53	0	57	1	51	0	43	0	40	0	48	0	40	3
cell385	1	51	48	2	46	0	54	0	42	0	15	44	54	4	52	0	26	16	44	0	58	2	44	0	51	1	59	4	40	0
cell386	0	42	45	0	43	0	51	1	52	1	3	54	17	39	34	1	50	2	52	2	49	0	54	2	47	0	46	0	47	0
cell387	0	43	18	26	39	5	50	0	53	1	47	0	55	0	54	2	57	0	44	0	52	0	63	1	46	0	38	16	54	0
cell388	5	42	47	0	54	2	50	0	48	0	31	13	35	1	57	0	46	1	55	1	56	0	40	0	40	0	51	0	54	0
cell389	0	45	22	31	53	1	50	2	45	0	57	0	50	0	54	0	57	0	40	1	51	0	42	0	52	0	55	0	65	0
cell390	3	57	4	55	35	30	51	2	57	0	37	1	46	0	63	0	46	0	73	1	48	0	44	0	53	0	63	0	50	0
cell391	0	46	13	49	37	0	46	0	64	0	47	0	52	0	63	0	42	1	54	0	52	0	51	0	45	1	45	0	61	0
cell392	0	54	30	8	61	0	65	0	52	4	66	0	52	0	45	0	46	0	56	0	48	0	50	0	57	0	43	0	37	0
cell393	0	52	54	0	41	0	68	0	49	0	11	37	49	0	33	12	46	0	43	1	62	0	39	2	49	3	48	0	50	0
cell394	0	53	38	2	39	0	51	0	41	0	51	0	46	0	59	0	38	0	54	0	35	1	38	0	49	0	65	0	39	0
cell395	3	51	39	0	49	0	48	0	43	0	6	44	41	13	27	18	45	1	46	0	48	9	42	0	49	0	47	2	59	0
cell396	0	47	31	21	63	0	46	0	41	6	48	0	59	0	57	0	60	0	61	1	48	1	48	0	52	0	27	15	57	0
cell397	0	47	7	34	37	11	67	0	59	1	48	0	54	2	69	0	49	0	45	0	54	1	57	7	55	0	45	0	46	1
cell398	0	38	57	0	56	1	48	0	60	0	3	40	48	0	45	0	43	0	41	0	48	0	59	0	40	0	57	0	56	0
cell399	0	43	52	0	41	0	38	0	40	0	13	39	40	3	23	22	54	0	35	14	49	0	43	0	40	5	59	0	51	0
cell400	0	47	15	42	25	21	44	17	49	4	40	1	42	5	52	0	46	0	61	0	48	1	49	0	61	6	47	0	53	0
cell401	0	51	54	0	50	4	53	0	54	0	0	62	37	8	26	26	51	0	49	0	31	15	53	0	37	0	46	0	53	2
cell402	0	58	44	0	52	0	38	0	39	2	56	0	49	0	43	0	46	0	54	0	60	2	52	0	50	0	57	0	58	1
cell403	0	36	55	0	47	0	39	5	56	0	13	44	37	22	60	0	38	12	59	0	49	0	59	0	50	0	50	0	52	3
cell404	0	52	23	17	45	0	38	0	49	0	54	0	40	0	51	0	49	0	48	1	53	0	37	2	50	0	57	0	46	9
cell405	0	46	44	0	56	0	50	0	60	2	35	30	10	27	62	1	37	0	66	0	57	0	51	0	50	0	50	0	51	0
cell406	0	43	48	0	48	0	40	0	59	1	1	45	37	17	48	8	52	0	53	1	53	0	48	0	51	0	41	2	60	0
cell407	0	41	57	0	52	0	39	0	62	0	15	38	46	5	53	0	49	15	48	0	47	0	60	1	38	0	57	0	47	0
cell408	0	35	63	0	41	0	47	0	33	4	1	63	43	8	24	26	47	0	31	0	43	5	46	0	51	0	55	0	41	1
cell409	0	36	49	0	54	0	61	0	49	0	9	44	6	40	46	6	54	0	48	0	41	1	42	0	43	0	56	0	40	9
cell410	0	46	9	36	8	44	49	3	47	0	44	0	49	6	56	1	61	0	48	2	31	0	53	4	54	0	41	0	49	0
cell411	0	48	55	0	39	0	44	0	46	0	9	33	17	23	54	0	45	0	49	2	45	0	42	1	38	2	56	0	52	0
cell412	0	39	54	4	53	0	54	0	47	1	10	45	5	51	43	0	45	0	44	0	41	0	55	2	38	0	54	0	48	1
cell413	3	55	60	0	59	0	39	0	57	0	13	28	15	38	43	0	61	0	58	2	59	0	46	2	35	0	46	0	45	0
cell414	0	40	66	0	49	0	48	0	39	7	10	37	53	0	64	0	42	2	51	0	51	0	50	1	48	0	63	0	47	0
cell415	3	34	55	2	37	0	46	0	42	0	5	63	36	29	40	16	42	0	50	1	45	1	61	7	43	1	49	0	40	0
cell416	0	41	48	0	46	2	57	0	51	0	0	44	50	2	53	0	47	0	52	0	50	2	34	7	42	4	45	0	39	4
cell417	0	50	38	1	40	0	44	0	44	0	0	42	47	5	49	0	32	23	45	0	61	0	49	0	46	0	43	0	46	1
cell418	0	57	1	53	23	36	28	25	51	0	49	0	50	0	43	0	45	1	45	0	49	0	37	0	51	0	58	0	52	0
cell419	0	54	1	54	43	0	53	0	52	0	55	0	59	0	47	0	53	0	55	0	52	0	57	0	53	0	35	11	63	5
cell420	0	55	7	38	28	7	44	0	56	0	57	0	49	0	62	0	73	0	46	0	48	0	42	0	58	0	54	1	46	0
cell421	1	47	23	37	18	31	48	2	52	0	70	0	60	0	40	0	43	0	57	0	52	1	49	0	41	0	46	5	58	0
cell422	4	39	49	0	57	1	35	0	35	1	2	42	22	39	54	0	55	0	57	0	44	0	57	0	51	8	44	3	41	0
cell423	0	50	36	20	47	5	43	1	43	1	44	0	43	0	48	0	36	0	39	0	49	1	59	0	48	0	56	0	54	0
cell424	0	55	6	43	18	24	32	20	53	0	40	0	48	1	53	0	62	0	38	0	51	0	40	2	44	0	47	0	51	0
cell425	2	50	18	28	30	13	57	0	36	0	46	2	52	0	50	0	46	0	48	2	46	1	46	0	58	0	41	1	54	0
cell426	0	48	5	43	12	31	24	27	42	0	48	1	55	0	51	3	49	0	51	0	56	0	57	0	44	0	44	0	55	0
cell427	0	56	52	0	64	0	45	0	45	0	45	8	45	8	53	0	53	0	50	0	48	1	35	0	47	0	56	0	48	2
cell428	0	55	52	0	62	0	65	0	45	0	9	39	24	10	47	0	56	1	42	0	50	0	39	9	30	22	44	0	38	3
cell429	1	52	58	2	40	0	58	0	36	0	28	14	55	4	51	0	52	0	57	0	47	0	36	19	47	1	55	1	50	0
cell430	0	47	54	0	54	0	48	0	42	2	19	26	8	37	49	7	52	2	47	0	42	16	51	0	47	0	39	0	52	0
