	mut15	mut15	mut1	mut1	mut2	mut2	mut3	mut3	mut4	mut4	mut5	mut5	mut6	mut6	mut7	mut7	mut8	mut8	mut9	mut9	mut10	mut10	mut11	mut11	mut12	mut12	mut13	mut13	mut14	mut14
cell215	1	58	4	38	59	5	48	0	18	28	42	1	59	0	52	1	26	35	53	0	42	12	51	0	57	0	51	2	51	0
cell216	0	49	61	0	56	0	52	2	40	0	45	0	59	0	42	0	59	0	6	40	52	0	43	0	49	0	61	0	52	0
cell217	0	54	17	34	53	0	22	33	50	0	30	10	37	7	60	0	44	2	58	0	63	0	39	0	38	0	38	0	52	0
cell218	0	55	41	12	65	17	43	0	58	1	56	0	38	0	44	0	74	0	47	0	34	0	52	0	46	0	45	0	68	0
cell219	0	56	11	40	40	1	13	46	50	0	28	24	32	19	31	9	45	0	58	0	49	1	53	1	49	3	58	0	50	0
cell220	0	53	41	0	37	0	55	3	38	1	55	5	45	10	49	0	46	0	43	0	39	1	45	0	43	7	47	0	41	0
cell221	0	49	8	34	43	3	45	0	21	23	56	0	47	0	54	2	27	20	49	0	35	6	38	0	36	0	38	0	36	0
cell222	0	46	1	43	37	1	45	1	20	22	51	0	52	0	42	0	40	23	56	0	44	14	45	0	48	1	46	0	48	0
cell223	0	49	9	37	47	0	18	49	41	0	29	32	31	8	54	0	51	0	58	0	69	0	45	0	43	0	40	0	46	0
cell224	0	53	27	14	43	0	26	19	58	0	36	0	44	0	39	1	52	0	44	0	57	1	53	0	52	0	45	0	41	0
cell225	0	47	45	0	56	4	41	0	76	0	53	0	39	0	52	0	51	0	66	0	50	0	49	0	48	0	61	0	44	0
cell226	5	41	0	46	53	0	23	18	62	0	31	11	37	19	40	0	45	0	58	0	57	0	41	0	63	0	46	0	48	7
cell227	0	45	16	43	60	1	60	1	12	46	52	0	48	0	50	0	28	36	62	0	46	9	42	0	63	0	39	0	55	0
cell228	0	64	12	46	48	7	43	0	26	17	37	0	53	0	46	2	44	15	54	0	52	0	48	0	56	5	46	0	49	0
cell229	0	43	34	21	58	0	53	0	52	0	52	0	48	2	46	1	51	1	55	0	41	0	47	0	44	0	52	0	38	0
cell230	0	57	15	34	44	0	24	25	60	0	39	0	60	4	49	0	44	0	63	1	49	0	52	0	44	0	39	0	64	0
cell231	0	50	22	34	53	0	44	1	52	0	53	0	52	1	55	1	68	0	47	1	57	0	49	2	57	0	52	0	37	0
cell232	0	56	6	46	37	3	27	32	53	6	10	39	33	11	19	17	47	1	58	0	43	0	55	2	46	0	47	5	52	0
cell233	0	41	32	13	49	8	39	0	54	0	60	0	41	0	51	0	52	0	61	1	47	0	49	0	47	0	65	0	51	2
cell234	0	56	0	55	30	27	50	2	34	26	47	0	41	1	56	0	42	12	46	4	51	0	39	3	53	0	51	0	54	0
cell235	0	57	3	45	46	10	47	0	24	18	42	0	50	2	45	0	40	12	53	0	54	0	60	1	54	0	49	0	42	3
cell236	0	47	15	24	64	0	29	18	49	0	29	20	56	0	44	0	52	0	71	0	50	1	37	2	59	0	39	0	51	4
cell237	0	54	0	54	49	0	18	28	59	1	40	9	41	10	53	0	59	0	68	0	47	0	49	0	49	0	57	0	43	0
cell238	0	47	1	48	53	0	5	47	54	0	22	27	46	0	48	0	38	5	50	0	52	0	42	0	48	0	55	0	35	9
cell239	0	39	47	2	42	0	51	2	39	0	52	0	48	3	53	0	62	0	56	0	50	0	52	0	62	0	53	1	43	0
cell240	0	56	20	41	43	3	63	0	27	34	37	0	52	0	34	0	49	0	52	0	49	0	56	4	60	0	44	0	36	0
cell241	0	54	57	0	54	0	60	0	40	0	54	4	49	0	56	0	55	0	8	49	44	5	61	0	50	0	48	0	56	0
cell242	0	52	1	55	50	7	53	0	28	17	48	0	50	0	52	0	21	34	57	0	38	14	43	0	40	0	55	0	43	2
cell243	0	50	24	26	28	27	48	0	46	0	57	0	45	0	50	3	43	0	52	0	63	0	50	0	35	1	43	1	39	1
cell244	0	52	3	50	48	0	31	12	51	0	56	0	35	0	57	0	43	0	43	0	43	0	49	1	42	0	39	0	35	5
cell245	0	56	45	6	35	2	54	0	54	0	62	0	44	1	53	0	50	0	43	0	53	0	49	1	56	0	46	0	56	0
cell246	0	56	11	43	50	3	27	32	39	2	36	9	42	6	45	1	49	2	40	0	49	3	43	0	40	0	43	0	43	0
cell247	1	49	58	0	44	0	52	0	46	0	53	0	59	0	53	0	51	0	26	30	40	0	41	9	29	22	41	0	43	2
cell248	0	42	13	34	65	0	30	11	37	0	47	4	54	0	49	0	48	0	41	0	53	0	52	3	51	0	49	0	45	0
cell249	0	53	2	45	45	5	52	0	32	19	44	0	55	0	49	0	26	10	57	0	47	6	45	0	61	0	38	0	52	0
cell250	1	48	2	41	42	7	51	0	11	28	41	0	62	0	48	0	13	39	53	0	23	18	45	8	60	0	55	0	54	0
cell251	0	52	46	0	42	0	60	0	49	0	47	0	43	4	63	0	46	0	35	4	59	0	61	0	53	0	52	0	65	0
cell252	0	54	28	19	40	1	52	0	51	0	38	0	63	0	47	0	53	0	51	4	55	7	51	0	49	0	43	0	46	1
cell253	0	51	57	0	48	0	55	0	37	0	57	0	47	0	44	0	35	1	48	0	57	0	51	0	55	0	52	0	52	1
cell254	0	57	9	38	33	9	58	0	19	44	47	0	50	0	59	0	28	23	44	0	63	0	48	0	59	0	47	6	44	1
cell255	0	57	2	43	48	12	56	0	18	24	49	0	43	7	41	0	24	31	38	0	20	35	39	16	48	0	58	0	54	0
cell256	0	63	21	25	48	14	60	0	56	0	39	2	52	4	53	0	46	0	47	0	50	0	39	0	41	0	50	0	49	0
cell257	0	41	4	52	52	0	45	3	32	24	40	1	64	0	55	0	42	9	48	0	29	16	60	4	52	0	49	0	49	0
cell258	0	43	8	45	61	0	10	40	48	0	31	26	27	6	65	1	53	0	42	0	49	0	45	0	54	0	50	0	44	0
cell259	3	35	15	36	69	0	53	0	53	1	48	1	30	5	49	0	40	0	52	1	43	0	37	1	51	0	66	0	52	0
cell260	0	59	7	37	72	1	14	38	47	0	39	12	64	0	47	0	49	0	51	0	61	0	46	2	39	3	51	0	50	0
cell261	3	52	7	46	57	0	12	56	40	0	33	24	44	0	65	0	58	0	43	0	45	0	38	0	54	0	40	0	31	8
cell262	0	41	7	45	32	0	26	15	47	4	41	8	44	0	49	0	57	0	50	0	47	0	39	3	50	0	59	0	54	1
cell263	0	48	12	45	33	12	36	0	15	40	46	0	44	2	47	0	18	44	50	0	36	20	39	1	42	2	54	1	47	0
cell264	0	43	17	36	23	9	52	0	30	15	47	0	48	0	54	0	28	25	59	0	29	13	55	5	42	7	50	0	38	0
cell265	0	51	7	47	51	7	47	0	16	28	48	0	44	1	50	0	32	24	51	1	30	17	61	0	33	3	45	0	58	0
cell266	0	47	47	0	51	0	56	0	49	2	55	0	49	0	48	0	35	0	2	43	44	0	63	0	50	0	51	1	56	0
cell267	0	55	6	44	52	0	27	26	49	0	22	18	45	0	60	1	48	0	60	0	60	0	50	2	58	0	45	3	43	0
cell268	0	41	12	33	40	14	59	0	26	13	41	0	49	0	43	0	54	0	42	3	50	4	61	0	56	0	53	4	51	0
cell269	0	57	16	32	34	21	53	0	34	22	62	0	49	5	55	0	49	0	61	0	43	0	46	1	43	0	49	0	67	0
cell270	0	50	12	32	60	0	48	0	55	0	55	2	48	2	41	8	41	0	49	0	54	0	47	3	45	1	51	8	52	0
cell271	0	57	55	0	52	0	51	2	46	0	46	0	45	0	49	0	54	0	43	0	30	10	51	0	48	0	47	0	47	0
cell272	0	54	14	37	51	0	15	24	49	0	43	17	45	1	41	0	48	0	56	0	43	0	43	1	40	0	49	1	41	1
cell273	0	50	36	11	57	0	55	0	61	0	51	0	34	0	47	0	54	0	45	0	47	0	48	0	51	1	62	0	50	0
cell274	0	48	11	30	42	13	57	0	31	14	37	0	51	0	49	0	31	16	45	0	39	10	60	0	52	0	39	9	57	0
cell275	0	42	50	0	57	0	52	0	48	0	50	1	54	0	46	3	45	0	44	0	53	0	38	0	41	0	45	4	51	0
cell276	0	51	2	51	21	29	51	0	34	8	47	0	70	0	38	0	52	2	54	0	45	0	51	0	61	0	39	1	40	0
cell277	1	52	15	40	34	11	49	1	47	1	55	0	52	0	52	2	48	2	57	0	54	0	45	0	51	0	48	0	44	0
cell278	0	41	3	49	38	10	48	0	28	23	44	0	41	0	56	0	28	18	53	0	37	25	41	6	53	0	49	4	49	1
cell279	1	47	14	38	41	2	48	6	19	32	51	0	50	0	47	0	20	22	55	1	41	8	56	0	40	6	53	0	54	0
cell280	0	55	11	40	34	21	51	0	36	17	58	0	43	0	56	0	70	2	53	0	38	0	60	0	51	0	49	0	49	1
cell281	0	44	3	61	48	6	55	0	8	43	46	0	48	0	49	0	18	34	36	0	33	13	48	7	42	0	39	4	54	0
cell282	0	52	0	54	28	20	54	0	20	29	43	3	54	0	50	0	39	12	46	0	37	3	38	6	48	0	56	0	51	2
cell283	0	45	12	40	38	6	45	0	35	30	49	0	46	0	41	0	36	17	46	0	40	10	50	1	33	0	35	0	54	0
cell284	0	67	4	42	30	28	42	0	22	27	55	0	40	0	50	0	46	0	47	2	39	8	48	0	62	2	49	0	43	0
cell285	1	48	47	0	50	0	50	0	69	0	43	1	50	0	42	0	41	0	46	0	59	0	38	0	54	0	55	0	50	0
cell286	0	56	12	51	53	0	12	34	48	1	15	23	32	20	54	0	37	0	60	0	53	0	46	0	53	0	46	1	50	2
cell287	0	46	31	17	45	1	48	0	40	2	39	0	51	0	67	0	67	0	51	0	45	0	49	0	45	4	58	0	43	5
cell288	1	51	14	51	52	0	17	33	39	1	37	11	38	6	52	0	45	0	60	0	55	1	59	0	38	0	51	0	59	0
cell289	0	41	1	63	48	0	1	60	47	0	5	43	14	26	50	12	52	0	49	0	48	0	47	0	62	0	44	0	50	0
cell290	0	43	7	38	27	4	44	0	32	7	52	0	58	0	29	0	49	1	61	0	47	0	55	0	31	0	56	0	40	0
cell291	2	44	7	43	41	23	52	0	36	19	39	0	45	0	50	0	30	17	34	0	34	12	52	3	58	1	47	2	48	0
cell292	0	46	22	33	54	2	56	0	31	15	51	0	47	0	44	1	54	0	28	0	44	0	44	0	52	0	52	0	45	3
cell293	1	46	7	47	40	0	44	2	52	0	63	0	42	0	41	3	41	0	40	0	57	0	43	0	44	0	45	4	48	2
cell294	0	54	10	47	10	27	50	0	55	1	52	0	55	0	62	2	51	0	54	3	48	0	54	0	51	0	54	0	41	0
cell295	2	33	0	48	42	0	14	42	57	0	12	24	49	0	48	0	49	0	51	0	52	1	50	0	54	0	41	0	18	28
cell296	0	47	11	28	54	5	48	0	20	15	55	0	51	0	66	0	46	0	46	0	39	0	56	0	53	0	38	5	50	0
cell297	0	51	37	15	44	0	27	15	46	1	34	14	41	14	45	0	59	0	46	1	53	0	43	0	39	0	58	0	55	0
cell298	0	47	1	60	44	0	12	33	44	0	27	20	48	0	54	0	62	1	40	0	53	7	43	0	49	0	46	0	43	0
cell299	1	62	43	0	42	0	57	0	47	0	49	0	47	0	61	0	56	0	3	33	60	0	51	0	11	50	61	0	45	0
cell300	1	49	20	28	52	0	51	0	43	0	41	4	33	2	38	0	69	0	53	0	39	0	46	0	57	0	47	0	52	0
cell301	0	46	9	34	53	0	15	33	51	0	46	3	47	0	48	0	44	0	63	0	37	1	45	1	60	0	48	0	53	0
cell302	0	51	11	39	39	0	26	18	53	0	43	19	33	4	39	10	59	1	49	0	49	0	52	0	47	0	62	1	40	5
cell303	0	60	0	51	26	13	37	1	14	35	52	0	55	0	54	0	19	42	49	1	16	31	37	17	52	0	46	6	58	0
cell304	1	54	7	38	44	0	10	41	60	0	53	6	60	0	54	0	49	0	48	0	48	0	55	0	48	0	56	0	38	0
cell305	1	57	36	21	52	0	46	0	49	1	52	0	40	0	52	0	50	0	59	2	60	0	46	0	54	0	53	0	45	0
cell306	0	43	42	0	42	0	65	0	54	0	58	1	40	0	45	0	54	0	34	7	43	0	47	0	45	0	54	0	52	0
cell307	0	44	16	28	48	5	57	5	39	5	50	0	47	0	42	0	24	30	50	0	47	9	35	11	51	2	53	1	62	0
cell308	0	45	51	0	62	3	54	2	51	0	57	2	50	0	56	0	42	1	54	0	50	0	33	0	62	0	47	0	49	2
cell309	0	50	56	0	57	0	48	1	43	0	54	1	46	0	63	0	50	0	30	24	37	1	40	0	49	0	41	1	52	0
cell310	0	63	5	48	47	1	13	44	57	0	32	12	55	1	46	0	47	0	65	0	51	0	53	0	48	0	54	0	22	11
cell311	0	41	7	50	39	4	45	0	5	40	41	2	45	1	32	1	20	21	36	0	28	25	41	4	43	0	46	6	52	0
cell312	0	40	2	49	36	6	44	1	15	31	46	0	49	0	48	0	27	24	50	0	41	10	50	6	42	2	52	0	53	0
cell313	0	57	14	32	58	7	49	0	41	9	45	0	58	0	53	0	45	0	61	0	63	0	57	0	34	0	64	4	43	1
cell314	1	55	23	29	51	0	32	13	48	0	51	0	56	0	61	0	45	0	58	0	64	0	54	0	57	0	54	0	52	0
cell315	0	51	3	39	46	0	12	40	58	0	36	8	38	10	47	10	54	0	55	0	40	1	37	0	57	0	48	0	63	11
cell316	0	54	4	53	36	12	43	4	19	28	42	0	40	0	38	0	42	13	52	0	30	17	40	4	49	1	57	8	42	0
cell317	0	43	2	53	43	4	41	0	32	12	56	4	54	0	49	0	51	0	38	3	53	0	44	0	46	0	42	0	44	0
cell318	0	48	42	7	38	0	48	7	32	0	52	0	71	0	45	0	44	0	47	0	41	3	48	0	41	0	63	0	59	0
cell319	0	74	17	27	52	0	25	29	50	0	23	12	51	0	44	1	64	0	54	0	52	0	54	0	50	0	37	0	40	10
cell320	0	61	29	10	55	0	47	7	50	3	43	7	40	0	53	0	56	3	40	6	47	0	52	0	52	0	61	0	65	0
cell321	6	51	51	0	43	0	52	0	56	0	42	0	62	0	53	0	51	0	8	41	41	0	38	0	52	0	51	7	41	4
cell322	0	46	49	0	53	0	48	0	29	0	54	0	53	0	50	0	41	0	6	49	44	0	46	0	24	31	56	0	47	1
cell323	0	46	27	23	25	22	58	0	59	0	41	0	44	0	43	0	54	0	49	0	52	0	40	1	59	0	49	0	39	0
cell324	0	54	18	29	54	0	12	49	50	0	23	27	42	13	54	2	45	0	40	0	38	0	45	0	60	0	43	7	52	0
cell325	9	35	8	40	41	22	53	0	55	8	55	0	40	6	43	0	30	15	55	0	51	0	53	0	51	0	56	0	59	0
cell326	1	51	24	28	43	11	39	6	29	11	55	0	47	0	61	1	54	0	51	0	52	0	50	0	42	0	58	2	53	1
cell327	0	57	24	26	62	0	8	35	50	0	26	29	33	12	58	0	47	0	41	0	57	0	48	0	51	0	38	5	51	0
cell328	2	57	13	25	70	0	34	13	56	0	50	1	52	0	50	0	55	0	48	0	41	2	42	3	47	0	43	0	43	8
cell329	0	43	8	31	51	0	20	26	59	0	30	18	53	0	55	2	53	0	43	3	38	0	66	0	52	0	59	0	60	0
cell330	0	52	1	46	46	13	50	0	18	15	47	0	45	0	50	0	19	20	43	4	39	0	57	0	49	0	52	0	58	0
cell331	0	45	20	36	55	2	12	32	59	0	44	13	48	0	49	0	48	0	49	0	57	0	49	0	41	0	47	2	37	1
cell332	0	50	35	13	47	3	41	0	44	0	52	0	50	0	38	4	45	1	53	0	54	0	51	0	45	0	45	0	54	0
cell333	1	48	52	3	42	10	44	0	52	6	46	0	43	0	56	0	68	0	58	0	49	1	50	0	62	0	54	0	59	0
cell334	0	43	7	29	51	0	29	22	54	0	44	3	52	0	56	0	53	0	57	0	57	0	41	0	53	0	42	0	45	0
cell335	0	43	5	41	62	0	12	51	68	0	23	26	49	1	45	0	53	0	55	0	39	0	53	0	46	0	53	0	27	13
cell336	0	59	38	6	53	2	45	0	39	0	65	0	48	1	54	1	46	0	48	0	47	0	50	0	45	0	58	0	47	0
cell337	0	65	30	5	47	0	49	0	61	0	56	0	49	2	59	0	49	0	50	3	48	0	58	0	33	0	53	0	59	0
cell338	0	54	0	54	53	0	2	50	44	0	37	14	51	0	54	0	45	0	44	2	58	0	47	0	58	0	55	0	58	0
cell339	0	58	43	9	46	1	50	0	51	0	47	0	38	0	48	1	49	0	43	0	47	0	50	0	42	2	53	0	45	0
cell340	1	52	2	35	59	0	47	0	27	17	50	0	60	0	49	1	45	13	48	0	44	0	51	0	46	1	51	0	42	0
cell341	0	61	12	38	57	2	50	0	10	53	44	0	36	0	60	0	31	23	53	0	48	16	46	2	45	0	55	0	65	0
cell342	0	44	5	35	46	0	22	8	40	0	40	13	50	0	54	0	39	2	54	0	49	7	49	0	61	0	44	2	46	1
cell343	0	53	54	4	53	0	40	0	52	4	57	0	54	0	49	0	48	0	44	0	61	0	59	0	58	0	53	0	59	0
cell344	0	52	46	5	35	0	45	0	43	3	57	0	48	0	52	0	45	0	8	40	43	0	55	2	46	0	56	0	45	0
cell345	0	52	14	33	51	2	51	0	23	25	44	2	47	0	59	0	25	26	61	0	43	11	46	2	43	0	63	4	62	0
cell346	4	46	20	39	44	0	29	10	42	0	54	0	37	0	52	0	41	3	30	0	60	0	52	0	55	0	51	1	45	6
cell347	0	64	18	27	21	27	47	3	46	6	50	0	67	0	40	0	41	10	50	0	41	5	45	0	51	0	43	0	46	0
cell348	1	50	51	1	44	3	61	0	42	7	48	0	52	0	52	0	44	0	29	27	34	0	51	3	52	7	46	0	62	0
cell349	0	44	3	52	43	0	37	17	44	0	54	2	55	0	57	0	65	0	35	0	43	0	53	0	56	0	42	0	45	2
cell350	0	56	8	44	40	10	51	0	24	25	62	0	46	0	50	0	43	15	46	0	29	18	42	3	46	0	47	5	41	2
cell351	1	64	20	13	65	0	50	16	50	0	39	0	47	0	43	0	57	0	52	0	44	2	52	0	58	0	55	0	52	0
cell352	0	54	1	51	47	0	4	58	47	0	18	29	35	8	36	1	50	1	38	2	58	0	43	0	40	0	47	0	60	0
cell353	0	43	68	4	42	1	49	0	43	0	54	5	64	0	59	2	50	0	39	0	62	0	39	0	41	1	57	0	46	0
cell354	0	49	6	40	27	20	27	4	41	1	54	0	56	0	52	0	49	0	55	1	54	0	45	0	50	0	52	0	51	0
cell355	0	45	2	53	35	9	51	0	27	18	49	0	63	1	47	0	58	0	58	0	54	1	51	2	48	0	50	0	41	0
cell356	2	43	13	37	50	1	27	27	54	2	35	24	39	4	49	2	57	0	44	0	51	0	57	0	44	0	36	0	37	0
cell357	0	55	13	32	42	6	57	0	48	14	52	0	58	1	50	0	40	11	55	0	56	0	46	6	42	0	53	0	40	0
cell358	0	49	2	44	45	0	16	37	49	0	52	4	56	0	53	0	54	0	51	0	48	0	52	0	51	0	37	0	47	0
cell359	0	43	8	36	35	15	51	5	17	35	59	0	46	0	45	0	28	19	44	0	54	7	45	0	53	0	53	4	46	0
cell360	0	51	3	46	54	0	36	18	64	0	37	0	38	0	38	0	40	0	49	0	54	0	42	0	62	0	53	1	61	0
cell361	0	50	2	44	59	3	59	0	17	27	37	0	43	0	57	0	24	26	60	0	32	18	50	1	55	0	47	0	52	0
cell362	0	52	11	35	40	14	56	0	51	6	41	0	46	0	54	0	49	1	47	1	48	0	39	3	45	0	51	0	39	0
cell363	0	53	7	43	47	0	29	21	35	1	27	15	42	20	27	17	55	0	54	0	49	0	41	0	52	0	54	3	41	0
cell364	4	33	21	25	38	6	57	2	10	45	49	5	54	0	57	3	63	0	53	0	56	0	59	0	55	0	48	0	52	0
cell365	0	36	13	31	53	2	49	14	47	0	64	2	35	6	41	0	51	0	48	2	54	0	56	0	55	0	54	0	50	0
cell366	0	54	46	1	48	0	50	0	57	0	45	0	44	0	48	1	40	0	14	45	57	0	60	0	41	25	43	0	57	0
cell367	0	34	2	49	44	0	16	29	53	1	24	26	52	0	43	6	44	0	50	3	53	0	57	0	38	0	65	0	28	21
cell368	1	48	14	38	44	4	54	0	26	20	53	0	53	0	60	0	33	0	38	0	49	0	46	0	54	1	50	0	60	0
cell369	0	47	10	38	43	0	57	0	46	0	48	0	49	0	40	0	44	0	60	0	52	0	56	0	40	6	52	0	36	0
cell370	0	44	42	3	55	0	58	1	45	1	52	0	50	2	40	0	61	1	56	0	60	0	56	0	57	2	58	0	50	0
cell371	2	41	21	25	26	8	49	2	52	1	63	0	41	0	44	0	47	0	44	0	50	0	44	0	51	0	63	1	43	0
cell372	0	55	21	36	56	0	17	31	49	0	19	25	27	14	42	0	52	0	63	0	50	0	50	6	41	0	47	0	45	0
cell373	0	52	15	34	46	0	33	16	55	0	37	15	33	23	50	6	36	2	44	0	48	0	46	0	50	0	44	0	50	3
cell374	1	50	43	0	48	0	53	0	48	0	65	0	49	1	54	3	57	0	43	0	70	0	72	0	55	0	45	0	40	0
cell375	0	48	43	12	39	2	60	0	46	0	58	0	59	0	42	0	49	0	45	0	48	0	57	0	57	0	38	0	61	0
cell376	0	36	10	45	35	0	27	16	48	1	63	0	46	0	51	0	54	0	55	0	55	0	51	0	47	0	60	0	45	6
cell377	0	53	5	34	17	28	51	0	45	10	39	2	36	0	38	0	47	0	54	0	43	1	49	0	54	0	38	0	54	1
cell378	0	54	24	19	37	5	53	1	27	8	52	0	50	0	43	0	45	8	45	0	45	0	55	0	63	0	38	1	44	0
cell379	0	49	2	50	48	0	11	46	48	4	16	24	17	34	41	13	54	0	69	4	45	0	53	0	55	0	47	0	42	0
cell380	0	54	26	34	46	2	37	5	38	12	42	16	53	0	51	0	22	28	51	0	47	0	69	0	41	0	55	0	49	0
cell381	0	49	1	49	49	3	45	0	15	18	47	2	38	0	49	5	10	41	58	0	27	21	33	1	40	0	45	1	52	0
cell382	0	53	42	0	58	0	38	0	53	0	59	0	52	1	46	0	49	1	45	0	52	0	40	0	45	0	50	0	54	1
cell383	1	55	19	47	63	1	12	31	42	0	50	5	54	0	45	0	49	0	51	0	56	3	43	0	44	0	46	2	43	1
cell384	0	43	16	24	48	0	22	30	62	1	39	10	53	0	46	0	44	0	52	0	52	6	65	0	36	0	53	0	54	2
cell385	3	43	33	12	53	7	51	0	43	2	35	1	54	1	49	5	54	0	53	0	52	0	40	0	55	0	37	0	49	0
cell386	0	41	18	27	31	23	37	0	39	1	41	0	59	0	49	2	34	3	54	0	45	0	40	1	59	0	53	0	42	0
cell387	0	43	60	1	60	4	51	0	50	0	38	0	51	0	44	1	53	0	21	15	48	0	52	0	54	0	46	0	43	0
cell388	0	49	18	45	46	0	27	24	51	3	32	11	40	11	44	0	55	0	48	0	46	0	53	0	52	0	50	0	52	0
cell389	0	52	11	35	37	12	56	0	49	1	47	0	35	0	57	0	55	0	57	1	53	0	52	0	43	0	49	0	38	1
cell390	0	36	10	41	50	2	42	4	42	11	48	0	56	0	52	0	36	14	53	0	45	0	46	0	44	0	41	1	46	0
cell391	0	54	12	48	38	14	54	0	27	24	43	0	52	0	43	0	25	31	54	0	41	17	54	4	37	0	33	2	52	0
cell392	0	49	37	29	52	5	49	0	53	0	39	0	45	0	50	0	54	0	51	0	45	0	46	0	49	1	47	4	55	0
cell393	0	57	9	40	52	0	30	11	48	0	44	15	47	0	64	0	60	0	45	2	48	0	45	0	42	6	56	0	56	1
cell394	0	53	34	6	42	0	37	13	53	0	64	1	54	3	57	1	51	0	56	0	36	2	51	0	51	0	51	0	45	0
cell395	0	43	27	19	42	0	38	6	43	0	36	20	54	0	54	0	53	0	45	0	54	0	40	0	46	2	45	0	43	1
cell396	0	52	3	48	42	0	15	31	47	0	52	0	42	0	50	0	47	0	47	9	47	0	65	0	37	3	36	1	55	0
cell397	0	48	27	26	52	1	45	0	53	6	52	0	46	0	49	0	56	0	51	0	52	0	48	0	47	0	47	0	46	0
cell398	0	38	45	0	41	0	42	0	39	1	57	0	46	0	50	0	60	0	41	3	54	1	53	0	38	0	48	0	54	3
cell399	0	38	35	2	54	0	42	0	59	0	50	0	56	0	42	3	56	0	70	0	39	0	38	0	43	4	45	0	53	0
cell400	3	42	11	56	40	0	46	0	41	0	46	0	56	1	68	1	63	0	51	0	42	0	54	5	54	0	45	0	55	0
cell401	0	43	7	41	54	0	20	40	48	0	30	20	38	0	53	0	48	0	49	0	44	0	59	0	46	0	31	1	67	0
cell402	0	52	3	47	48	0	17	42	60	0	30	25	35	19	61	0	38	0	48	0	52	0	61	0	56	0	53	0	44	0
cell403	0	52	6	53	44	3	47	0	48	4	52	0	45	1	40	3	41	8	48	1	44	0	48	0	41	0	59	0	41	0
cell404	0	48	51	0	51	0	38	2	47	0	45	5	48	4	51	0	55	0	35	12	52	3	49	0	51	0	53	2	37	2
cell405	0	44	0	30	16	39	48	0	35	5	38	0	50	0	56	0	49	0	51	0	40	0	45	0	44	0	55	1	42	0
cell406	0	50	13	35	44	14	50	0	15	24	47	0	59	0	51	0	40	2	51	0	26	21	46	6	53	0	38	11	51	0
cell407	0	66	19	31	61	0	48	0	52	7	43	0	50	0	48	0	51	0	53	0	51	1	50	0	58	0	48	0	58	0
cell408	1	54	23	21	50	0	39	5	53	1	39	0	47	1	53	0	52	1	42	0	62	0	42	1	63	3	51	1	52	0
cell409	0	53	6	38	55	0	16	48	39	1	30	20	54	10	35	1	48	0	67	0	52	1	46	0	49	0	44	2	54	1
cell410	0	59	13	47	39	1	52	0	30	30	48	6	46	0	55	0	37	17	46	1	38	6	60	0	61	0	64	0	35	1
cell411	1	57	3	42	50	5	44	0	31	14	44	0	40	0	44	0	29	19	44	0	22	22	43	6	45	1	36	7	67	0
cell412	0	55	45	0	58	0	50	0	48	0	51	0	52	0	54	0	49	0	40	13	50	0	68	0	48	3	48	0	43	0
cell413	0	55	9	39	31	9	62	0	29	24	47	1	59	0	47	0	29	23	46	1	37	12	56	0	37	2	51	0	52	0
cell414	0	59	37	30	61	0	38	3	52	0	43	1	47	2	39	0	53	0	54	0	57	0	43	0	53	0	56	0	51	0
cell415	0	50	17	25	28	17	46	4	63	0	53	0	52	0	55	1	56	0	41	0	41	0	50	1	57	0	44	1	53	0
cell416	0	45	22	30	39	0	20	33	41	7	29	15	56	0	61	0	41	0	44	0	66	0	57	0	52	3	51	0	33	18
cell417	0	54	2	51	41	0	5	45	47	0	37	14	29	14	48	1	63	0	57	0	63	0	40	6	61	0	53	0	47	7
cell418	0	43	35	0	50	0	53	2	52	9	46	0	62	0	45	0	62	0	18	31	48	0	51	1	49	2	54	0	49	0
cell419	1	48	24	34	47	0	7	44	49	2	42	15	39	14	41	2	44	0	48	0	65	0	47	0	46	1	47	0	60	0
cell420	0	57	18	34	41	2	43	0	13	34	48	0	56	0	31	0	34	8	56	0	51	6	48	0	56	0	50	0	56	0
cell421	1	49	0	45	40	13	49	0	32	19	45	0	40	0	56	0	49	0	45	0	51	0	50	0	47	0	48	0	59	0
cell422	7	37	11	32	28	23	47	0	53	0	37	0	53	0	49	0	47	0	59	0	49	1	45	0	45	0	45	4	40	0
cell423	0	51	7	45	60	0	18	31	43	0	27	28	30	13	50	0	52	0	39	0	48	0	35	0	41	0	61	0	51	0
cell424	0	45	17	33	39	8	31	22	56	0	35	27	49	0	66	0	52	0	49	0	46	0	48	0	54	0	65	0	39	10
cell425	0	60	1	45	53	5	44	2	22	20	47	0	46	0	54	0	35	3	62	0	48	2	45	4	46	0	46	0	51	0
cell426	0	45	6	55	35	19	45	0	25	21	57	0	56	0	53	2	36	24	58	0	34	13	50	0	51	0	55	0	35	5
cell427	0	39	3	37	37	2	3	48	57	2	5	43	52	0	48	0	53	0	45	0	45	0	46	0	47	0	57	0	49	0
cell428	0	58	5	46	43	0	13	47	34	0	17	29	47	0	34	0	37	5	55	0	60	1	43	0	59	0	54	2	44	15
cell429	0	56	4	33	46	9	45	0	9	35	49	0	42	0	40	0	13	35	43	0	21	35	29	24	37	0	48	1	47	0
cell430	0	43	64	0	71	0	48	0	56	0	34	1	52	1	46	8	37	0	30	24	44	0	47	0	47	4	50	0	34	2
